八珍酒	八珍酒<br>【来源】《万病回春》<br>【原料】全当归26g炒白芍18g生地黄15g云茯苓20g炙甘草20g五加皮25g肥红枣36g胡桃肉36g白术26g川芎10g人参15g白酒1500ml。<br>【制作】1将所有的药用水洗净后研成粗末；2装进用三层纱布缝制的袋中，将口系紧；3浸泡在白酒坛中，封口，在火上煮1小时；<br>4药冷却后，埋人净土中，五天后取出来；5再过三至七天，开启，去掉药渣包将酒装入瓶中备用。<br>【功效】滋补气血，调理脾胃，悦颜色。<br>【用法】每次10～30ml，每日服3次，饭前将酒温热服用。<br>【药材功效解析】方中人参、白术、茯苓、甘草：补脾益气。当归、白芍、地黄、川芎：滋养心肝，补血而理气。川芎：可使地黄、当归补而不腻。<br>五加皮：祛除风湿，强壮筋骨。胡桃肉：润肺补肾，乌须发，强记忆。大枣：健脾而调和诸药。此酒可以起到气血双补的功效，用以治疗因气血亏损而引起的面黄肌瘦，心悸怔忡，精神萎靡，脾虚食欲不振，气短懒言，劳累倦怠，头晕目眩等症。<br>【宜忌】
巴戟酒方（二）	巴戟酒方（二）——（痹证）<br>（《圣济总录》）<br>【配方】生巴戟天（去心）、生牛膝（去苗）、生石斛（去根）各二两，蜀椒（去目并闭口炒出汗）、生姜、羌活（去芦头）、当归各三两。<br>【制法】上七味，口父咀，如麻豆大，以生绢袋盛，用酒一斗五升浸。<br>【主治】风痹脚弱急痛，行履不能。<br>【用法】每日三度暖服，随性多少旋添酒，候药味薄即止。
巴戟酒方（一）	巴戟酒方（一）——（痹证）<br>（《圣济总录》）<br>【配方】巴戟天（去心）二两，羌活（去芦头）二两，当归（切焙）三两，牛膝二两，蜀椒（去目及闭口者炒出汗）半两，石斛（去根）二两，生姜（洗）三两。<br>【制法】上七味，各细剉，用酒五升，瓷瓶内浸密封，以重汤煮一二时辰，取出候冷开封。<br>【主治】风冷或寒湿伤著腰脚冷痹，或疼痛。<br>【用法】每服一盏服，常令如醉。<br>说明：《普济方》、《太平圣惠方》均同上。
巴戟熟地酒	巴戟熟地酒——（阳萎）<br>（验方）<br>【配方】巴戟天（去心）60克，熟地黄45克，枸杞子30克，制附子20克，甘菊花60克，蜀椒（去目并闭口者，炒出汗）30克，醇酒1.5公斤。<br>【制法】将上药共捣碎，盛于净瓶中，注酒浸之，封口，5日后去渣备用。<br>【主治】肾阳久虚，阳萎早泄，腰膝酸软。<br>【用法】每次空心温饮1-2小杯，每日早、晚各1次。
巴戟天浸酒方	巴戟天浸酒方——（筋骨诸病）<br>（《太平圣惠方》）<br>【配方】巴戟、羌活、石斛（去根）各二两，当归三两，牛膝（去苗）一（三）两，川椒半两（去目及闭口者微炒去汗），生姜二（三）两。<br>【制法】上件药，细剉，生绢袋盛，以酒一斗五升浸，密封七日开。<br>【主治】筋骨疼痛。<br>【用法】每于食前，缓一小盏服之。
巴戟天酒	巴戟天酒——（阳萎）<br>（《备急千金要方》）<br>【配方】巴戟天、牛膝各三斤，枸杞根皮、麦门冬、地黄、防风各二斤。<br>【制法】上六味并生用，无，可得用干者亦各，口父咀，以酒一石四斗浸七日。患冷者加干姜、桂心各一斤；好忘加远志一斤，虚劳加黄耆一斤；大虚劳加五味子，苁蓉各一斤；阴下湿加五加根皮一斤，有石斛加一斤佳；常加甘草十两佳。每加一斤药则加酒七升。此酒每年入九朋中旬即合，入十月上旬即服。滓暴干捣末。<br>【主治】虚赢阳道不举，五劳七伤等病，能食下气。<br>【用法】温服，常令酒气相及，勿至醉吐，慎生冷猪鱼油蒜。春六日，秋冬二七，夏勿服。<br>说明：《普济方》巴戟天、牛膝用量为各三两，余均同上。
菝葜酒	菝葜酒——（脚气）<br>（《普济方》）<br>【配方】菝葜（剉碎以水一石五斗煮取七斗五升去滓澄清用）五斗，白糯米一石，曲（捣碎将药汁减去二五升浸曲二日沸起）十斤。。<br>【制法】上将糯米净淘，控干炊饭，候干倾出，如人体冷暖，人前药汁五斗并曲末拌匀，瓮中盛之，春夏五七日，秋冬十余日，候熟。<br>【主治】治脚气屈弱，积年腰脊挛，及腹内坚结者。<br>【用法】量人性饮之，日五六服，常令酒力相续，不过三五剂，皆平复。<br>说明：①《圣济总录》同上。②《本草纲目》同上。
白艾蒿酿酒方	白艾蒿酿酒方——（癞病）<br>（《太平圣惠方》）<br>【配方】用白艾蒿十束，每束如。<br>【制法】粗剉，以水一硕，煮取汁五斜，以曲十五斤，糯米一硕，如常法酿酒，熟。<br>【主治】治大风癞，身体面目有疮。<br>【用法】即每服暖一中盏，服，日三服。<br>说明：原出《圣济总录》同上。
白花丹参酒	白花丹参酒——（血栓闭塞性脉管炎）<br>《山东中医学院学报》）<br>【配方】白花丹参，白酒（55度）。<br>【制法】将上药切碎或制成粗末，浸于酒中泡15天，制成5-10%的药酒。<br>【主治】血栓闭塞性脉管炎。适用于气血瘀滞型，症见患肢紫红或青紫，足背动脉搏动消失等。<br>【用法】每次饮用20-30毫升，日3。
白花蛇酒	白花蛇酒——（疥癣病）<br>（《本草纲目》）<br>【配方】白花蛇1条，曲、糯适量。<br>【制法】将白花蛇肉，袋盛，同曲置于缸底，糯饭盖之，3-7日酒成，滤过，瓶贮。可将白花蛇肉用好酒500克，浸泡数日亦可。<br>【主治】风湿疥癞，骨节疼痛，半身不遂，口眼歪斜，语言謇涩，肌肉麻痹，破伤风，小儿惊风。<br>【用法】每日早、晚各饮1-2杯。
白花蛇造酒方	白花蛇造酒方——（癞病）<br>（《普济方》）<br>【配方】白花蛇一条。<br>【制法】每白花蛇一条，蒸米一斗，缸底先用酒曲，次将蛇用绢袋盛之，顿于曲上，用纸封缸口，候三七日，开缸取酒，将蛇去皮骨为末。<br>【主治】大风。<br>【用法】每酒一盏温服，蛇末少许，仍将酒脚并糟作饼食之，尤佳。<br>说明：《普济方》注出“瑞竹堂”。
白菊花酒	白菊花酒——（眩晕）<br>（《本草纲目》）<br>【配方】白菊软苗。<br>【制法】春末夏初，收白菊软苗，阴干捣末，和无灰酒服之。<br>【主治】治丈夫妇人久患头风眩闷，头发干落，胸中痰壅，每发即头旋眼昏，不觉欲倒者，是其候也。<br>【用法】先炙两风池各二七壮，空腹取白菊末一方寸匕和无灰酒服之，日再服，渐加三方寸匕。若不饮酒者，但和羹粥汁服，亦得。<br>说明：注另用“秋八月合花收暴干，切取大斤，以生绢袋盛盛，贮三大斗酒中，经七日服之，日三次，常令酒气相续为佳。”上出《本草纲目》卷十五菊条引苏颂图经。
白蜜酒方	白蜜酒方——（风瘾疹）<br>（《圣济总录》）<br>【配方】白蜜一合，酒二合。<br>【制法】上二味，相和煎暖。<br>【主治】治风瘾疹瘙痒不止。<br>【用法】食前服。
白蛇浸酒	白蛇浸酒——（痹证）<br>（《永乐大典》）<br>【配方】白花蛇一条（半斤重者），虎胫骨一条，当归、川芎二味各一两半，附子、桂心、熟地黄、山茱萸、萆　、石斛、细辛、黄芪、天麻各二两，独活三两，枳壳一两，肉苁蓉二两半。<br>【制法】上细剉，生绢袋盛，好酒三斗于瓷瓮子内密封，浸七日后开。<br>【主治】风痹，骨髓及腰脚疼痛，行步稍难，兼风毒走注，皮肤痒痛不知方。<br>【用法】随性暖饮，常令醺醺，勿令大醉，其酒旋添。酒味薄即换药。<br>说明：《永乐大典》注出“可用方”。
白石英浸酒方	白石英浸酒方——（痹证）<br>（《圣济总录》）<br>【配方】白石英（碎如大麻粒）、磁石（火煅令赤醋淬如此五遍捣）各五两。<br>【制法】上二味，粗捣筛，生绢囊贮，以酒一升浸，经五六日。<br>【主治】风湿周痹，肢节中痛，不可持物，行动无力，耳聋及肾脏虚损，益精髓，保神守中。<br>【用法】每服不计时，随性温服，服将尽，可更添酒浸之。<br>说明：《普济方》同上。
白石英酒（二）	白石英酒（二）——（痹证）<br>（《本草纲目》）<br>【配方】白石英（醋淬）、磁石（醋淬）各160克，白酒2000毫升。<br>【制法】将上药装绢袋内，扎紧口，入酒内浸泡7日，即可服用。<br>【主治】风湿周痹，肢节中痛，肾虚耳聋。<br>【用法】每服20-30毫升，日服2次。温饮，酒少更添之。
白石英酒（一）	白石英酒（一）——（痹证）<br>（《本草纲目》）<br>【配方】白石英、磁石各五两。<br>【制法】上二味煅，醋淬七次，绢袋盛，浸酒一升中，五六日。<br>【主治】风湿周痹，肢节中痛，及肾虚耳聋。<br>【用法】温饮，酒少更添之。<br>说明：本方见《本草纲目》卷二十五附诸药酒条引圣济总录。
白术酒（八）	白术酒（八）——（湿温）<br>（《奇效良方》）<br>【配方】白术一两，酒三盏。<br>【制法】上药　咀，作一服，用酒煎至一盏。<br>【主治】中湿，口噤不知人。<br>【用法】缓服，不饮酒者，水煎亦可。
白术酒（六）	白术酒（六）——（子痫）<br><br>（《妇人大全良方》）<br>【配方】白术一两半，独活一两，黑豆（炒）一合。<br>【制法】上细剉，以酒三升，煎取一升半，去滓。<br>【主治】治妊娠中风，口噤，语言不得。<br>【用法】温分四服，口噤者，拗口灌之，得汗即愈。<br>说明：①《普济方》曰“一方无黑豆，一方有防风”，“亦治通身冷直”，余同上。②《医部全录》同上。
白术酒（七）	白术酒（七）——（关节疼痛）<br>（《医门法律》）<br>【配方】白术一两，酒三盏。<br>【制法】上件酒煎一盏。<br>【主治】中湿骨节疼痛。<br>【用法】不拘时频服。<br>说明：《三因方》同上。
白术酒（三）	白术酒（三）——（乌须黑发）<br>（《千金翼方》）<br>【配方】白术二十五斤。<br>【制法】上一味，口父咀，以东流水两石五斗不津器中渍之，二十日去滓，内汁大分中，夜候流星过时，抄已姓名置盆中，如是五夜，汁当变如血，取以渍曲，如家酝法。<br>【主治】除万病，令白发反黑，齿落更生，面有光泽，久服长年。<br>【用法】酒熟取清，任性服之。<br>说明：《饮馔服食谱》同上。
白术酒（四）	白术酒（四）——（产后风痉）<br><br>（《普济方》）<br>【配方】白术（为细散）。<br>【制法】用温酒调。一方用白术四两切细，酒三升，煮取一升顿服效。<br>【主治】治产后风痉，偏身冷直，口噤，不识人，兼治中风。<br>【用法】温酒调下二钱。
白术酒（五）	白术酒（五）——（中湿口噤）<br>中湿口噤为类中风中湿中的一种证候，多因嗜食肥甘，或醇酒乳酪，湿从内受；或山岚瘴气，久雨阴晦，坐卧湿地，湿从外受，以致生痰生热生风，而为中湿口噤。<br>本病较急，使用药酒治疗者较少。这里选录一方，以健脾祛湿为主，可供临床参考。<br>（《普济方》）<br>【配方】白术半两（去芦）。<br>【制法】以酒三盏，煎一盏。<br>【主治】中湿，口噤不知人。<br>【用法】顿服，不能饮酒以水代，日三服，夜一服。（《三因极一病证方论》同上）鲍氏方云，湿喜中脾则膨胀，四肢痛，久则肿喘，挟风则眩晕，挟寒则挛拳，不可大发汗，不可灼艾泄泻，当利小便，大汗大下皆死。
白术酒（一）	白术酒（一）——（胎动不安）<br><br>（《备急千金要方》）<br>【配方】白术60克。<br>【制法】将上药为细末，每用6克，黄酒50毫升，同煎数沸，候温顿服。<br>【主治】妊娠脾虚气弱，胎气不安。<br>【用法】每日早、午、晚各1次。
白术酒方（二）	白术酒方（二）——（子痫）<br><br>（《太平圣惠方》）<br>【配方】白术、独活各一两。<br>【制法】上诸药，捣粗罗为散，以酒二大盏，煎至一（大）盏，去滓。<br>【主治】治妊娠中风痉，通身强直，口噤不开。<br>【用法】分温二服，拗开口灌之。
白术酒方（一）	白术酒方（一）——（背强口噤）<br>背强指项背强直，甚时如角弓反张；口噤指牙关紧闭，口不能开。背强口噤常见于痉病、破伤风等诸般中于风邪之疾，药酒治疗常用白术、黑豆、附子、当归、麻黄、独活、细辛、防风、荆芥、茄子根、恶实根、枸杞子、桔梗、牛膝、石菖蒲等药，口噤者需拗开口灌之，现少用，下列药酒方仅供参考。<br>（《太平圣惠方》）<br>【配方】白术（捣碎）三两，黑豆（炒令熟）三两。<br>【制法】上诸药以酒四升，煎至二升，去滓。<br>【主治】妇人中风口噤，言语不得。<br>【用法】分温四服，拗开口灌之。<br>说明：《普济方》同上。
白术酝酒方	白术酝酒方——（手足不遂）<br>（《圣济总录》）<br>【配方】白术（生用切）、地骨皮、荆实（生用）各五升，菊花（末开者生用）三升。<br>【制法】上四味，粗捣筛，以水三石同煮取一石五斗，去滓澄清取汁酿黍米二石，用曲如常酝法。酒熟压去糟滓，取清酒于瓷器中收密封。<br>【主治】治中风手足不遂，神识冒昧，补心定气。<br>【用法】每服三至五合，继续饮之。有能饮者，常令半醉，但勿至吐。凡心风虚寒者，亦宜服此酒，后炙心俞两边各一寸五分，并五十壮。<br>说明：《普济方》菊花用五升，余同上。
白头翁酒方	白头翁酒方——（关节疼痛）<br>（《圣济总录》）<br>【配方】白头翁草一握。<br>【制法】上一味，烂研，以醇酒投之。<br>【主治】诸风痛攻四肢百节。<br>【用法】顿服。<br>［备注］又方：黑豆（炒去皮）半升，威灵仙二两，桑根白皮（剉）一两。上三味，用醇酒一升半，煎取八合，去滓顿服。
白杨皮酒（二）	白杨皮酒（二）——（脚气）<br>（《本草纲目》）<br>【配方】白杨皮50克，白酒500毫升。<br>【制法】将白杨皮切片，浸泡干酒内，3日可服用。<br>【主治】风毒脚气，腹中痰癖如石者。<br>【用法】晨起服之，每服20-30毫升。
白杨皮酒（三）	白杨皮酒（三）——（瘿瘤）<br>（《医部全录》）<br>【配方】圆叶白杨皮十两，秫米三斗。<br>【制法】将白杨皮，勿令见风切，水五升，煮取二升，渍曲末五两，以米如常酿酒。<br>【主治】瘿瘤。<br>【用法】每旦一盏，日再服。
白杨皮酒（四）	白杨皮酒（四）——（脚气）<br>（《普济方》）<br>【配方】白杨皮（东南西向北去地三尺者，白杨皮白色者佳，不要近墓者）。<br>【制法】上取一斤半，勿令见风，去皮细剉，熬令黄赤，以清酒一斗，内不津器中渍之，密封头，勿令泄气，冬月二七日，春夏七日开取。<br>【主治】治风毒脚气，手足拘挛。<br>【用法】饮量以人酒性量多少服之，日五六服，常令酒力相续取差为度。
白杨皮酒（一）	白杨皮酒（一）——（脚气）<br>（《本草纲目》）<br>【配方】白杨皮（切片）。<br>【制法】上浸酒起饮。<br>【主治】治风毒脚气，腹中痰癖如石。<br>【用法】饮之。<br>说明：本方见《本草纲目》卷二十五附诸药酒条下。
白药酒	白药酒<br>【来源】《良朋汇集》<br>【原料】白茯苓、白术、天花粉、山药、芡实、牛膝、薏苡仁各15克，白豆蔻9克，白酒5千克。<br>【制作】上药入酒中，浸泡7日后取用。<br>【功效】补脾益胃，化气生血。脾胃虚弱所致的食少纳差、食后腹满，或积谷不化、小便不利、大便溏薄、形体消瘦诸症。<br>【用法】每次20毫升，每日3次。<br>【宜忌】<br>【注释】脾胃为后天之本，气血生化之源，主水谷运化之职。如脾胃虚弱，水谷运化功能减弱，则气血生化乏源，形体五脏失养而变生诸症。本酒方以补益脾胃之药为主，脾胃强健，运化正常，则气血化生有源，故本方是一个间接补益气血的酒方。本酒所选药物皆质白而洁，故名白药酒。其酒醇清纯正，色泽美观，是把杯之佳酿。
百部根浸酒	百部根浸酒——（疥癣病）<br>（《普济方》）<br>【配方】百部根。<br>【制法】上味火炙浸酒。<br>【主治】治疥癣。<br>【用法】空腹饮之。<br>说明：《普济方》注出“本草方”。
百灵藤酒	百灵藤酒——（眩晕）<br>（《太平圣惠方》）<br>【配方】百灵藤十斤，水一石，糯米三斗。<br>【制法】将药和水煎汁取三斗，入糯米作饭候冷，拌神曲炒末九两，同入瓮中，如常酿酒，经三五日，更炊糯米冷投之，待熟澄清。<br>【主治】头风脑痛。<br>【用法】每温饮一小盏，服后浑身汗出为效。
百灵藤酿酒方	百灵藤酿酒方——（风疾诸病）<br>（《太平圣惠方》）<br>【配方】百灵藤十斤以水一石煎取三斗，神曲（微炒黄色捣末）九两，糯米三斗炊作饭。<br>【制法】上候饭冷，即熟揉曲末入饭中，并药汁，同入瓮中，即熟澄清，更三日后，每日不计早晚温饮。<br>【主治】治风疾。<br>【用法】每日不计早晚，温饮一小盏，服后，觉浑身汗出为效。
柏叶酒	柏叶酒——（关节疼痛）<br>（《本草纲目》）<br>【配方】东向侧柏叶。<br>【制法】上煮汁，同曲、米酿酒。<br>【主治】风痹历节作痛。<br>【用法】饮。
柏脂酝酒方	柏脂酝酒方——（癞病）<br>（《圣济总录》）<br>【配方】炼成柏脂（研为末炼如松脂法）十斤，糯米一石，细曲十五斤，石灰一石。<br>【制法】上四味，先炒石灰，以木札著灰中试之，火出为度。以地骨皮剉五斗，以水一石五斗，煮取九斗半去滓。以淋石灰三遍澄，以灰汁和曲与柏脂粉拌米，用汁米曲柏脂粉多少，一如常酝法，次于净器，著曲米汁粉在内，密封四七日。<br>【主治】治大风癞，生发坚眉鬓。<br>【用法】开压去滓取清酒，每服五合至七合，常令酒气相接取效。忌触外风冷。其米泔及糟，不得令豕畜食之。
柏子仁酒方	柏子仁酒方——（失音）<br>失音是指声音不出的一种病症。中医将声音嘶哑而不能成音者，称为“暗”；完全不能出声者，称为“失音”；孕妇因胎气原因所致失音者，称为“子音”。本病主要与“肺气虚损”有关，此外肝脏虚寒，患中风、历风等病，也可造成失音不语。由喉部疾患所致之失音，称为喉喑。以下介绍5种药酒，可针对不同原因选用。<br>（《圣济总录》）<br>【配方】柏子仁（生研）二两，鸡粪白（炒）二两，生姜（不去皮切）一两。<br>【制法】上四味，粗捣筛，共炒令焦色，乘热投酒六升，候冷滤去渣。<br>【主治】治中风失音不语。<br>【用法】每服一七分盏，空心日午夜卧服。<br>说明：《普济方》鸡粪白用三两，另有桂心（去粗皮）二两，注“一方有黑豆无生姜”。
斑蝥酒	斑蝥酒——（疗斑秃）<br>斑秃中医又称“油风”。是头发在短期内成片状脱落而头皮平滑泽的一种病症。多因血虚生风，或风盛血燥，使发失濡养所致。症状严重者可见多处呈斑块状脱发，甚至使头发很快脱光。通常除脱发外，无自觉症状，有的患者脱发部位的皮肤发红而痒。恢复期头发细嫩柔软，色淡黄或淡白，以后逐渐转正常。以下介绍斑蝥酒治疗斑秃，为外搽剂。<br>（验方）<br>【配方】斑蝥（去头足翅）15只，酒200毫升。<br>【制法】将上药粗碎，置瓶中，用酒浸之，5日后即可取用。<br>【主治】斑秃。<br>【用法】用脂脱棉球，浸药酒适量，轻涂擦患处，每日2次。<br>说明：有毒，勿内服。
板粟酒	板粟酒<br>【来源】民间验方<br>【原料】板栗120克，白酒500克。<br>【制作】将板栗洗净，拍碎，装放净瓶中，倒入白酒，加盖密封，置阳凉处，经常摇动，10日后静置澄明即成。<br>【功效】补肾助阳。阳痿，滑精，精神不振，不思饮食，体倦等症。<br>【用法】每日早、晚各1次，每次空腹饮用10-25毫升。<br>【宜忌】<br>【注释】方中板栗补肾，助阳，益脾胃。制成酒剂，借酒力而行药势，效力益佳。板栗为寻常服食之品，制成酒剂，则是一个较好的食疗方，体弱之人可长期服用，有益寿延年的作用。
半夏酒方	半夏酒方——（舌肿）<br>舌肿又名“舌胀”、“舌胀大”。症见舌渐肿大满口，坚硬疼痛，影响呼吸、言语；暴肿者又名“舌”。本病主要因七情郁结，心经火盛血壅，以致与痰浊滞于舌间所致，故又称“紫胀舌”。以下半夏酒即可治本病。因本病能堵塞咽喉致死，必要时可同时配合其它方法使用。<br>（《圣济总录》）<br>【配方】半夏十枚。<br>【制法】上一味，以苦酒一升，煮取八合。<br>【主治】治舌肿满口，气息不通，经臾杀人，急以手指刺破，溃去恶血，亦可用微针决破，次用半夏酒方。<br>【用法】稍稍漱口，热含冷吐。半夏动人咽喉，以姜汁解之。<br>说明：《普济方》用半夏十二枚，余同上。
半夏人参酒	半夏人参酒——（痞证）<br>痞证多指心下痞塞，胸膈满闷，触之无形而不痛之证。常因痰气壅寒、脾胃失调、邪气内结、情志失和等原因造成。酒能厚肠胃，健脾气，宣痹，故用消痞散结之品制成药酒，可以治疗痞证。<br>（《伤寒论》）<br>【配方】半夏、黄芩各30克，干姜、人参、炙甘草各20克，黄连6克，大枣10克，酒750克。<br>【制法】将上药共捣碎，布包，用酒浸于净器中，5日后，再加冷白开水500克和匀，去渣备用。<br>【主治】胃气不和，寒热互结，心下痞硬，呕恶上逆，肠鸣下胜，不思饮食，体倦乏力。<br>【用法】每次饮20毫升，每早、晚各1次。
北地太守酒	北地太守酒——（蛊毒）<br>蛊毒名出《肘后方》，多因感染变惑于气，或中蛊毒所致，症情复杂，变化不一，病情较重，可见于一些危重病证、恙虫病、急慢性血吸虫病、重症肝炎、肝硬化、重症菌痢及阿米巴痢等病，《诸病源候论》根据临床表现将其分成九候，现多不沿用，有待研究。以下药酒方列以供参。<br>（《普济方》）<br>【配方】乌头、甘草、芎、黄芩、桂心、藜芦、附子各四两，白敛、桔梗、半夏、柏子仁、前胡、麦门冬各六两。<br>【制法】上七月曲十觔，秫米一斛，如酿酒法，药以绢袋盛之，沉以瓮底，酒热去糟，还取药滓，以青布袋盛，沉著酒底泥头，秋七日、夏五日、冬十日。<br>【主治】万病蛊毒，风热寒热方。<br>【用法】空腹一合，日三服，以之为度，药有小毒，故以毒布盛之，断勿中止。二十日，大有病出，其状如漆，五十日病悉愈。<br>说明：《普济方》注一名乌头酒。
必效酒	必效酒——（破伤风）<br>（《普济方》）<br>【配方】蒜瓣（破去心顶）一升。<br>【制法】以无灰酒四升，煮烂。<br>【主治】治金疮中风，角弓反张者。<br>【用法】并渣每五合顿服之。须臾得汗即瘥。
必效酒方	必效酒方——（破伤风）<br>（《圣济总录》）<br>【配方】蒜瓣（四破去心顶）一升。<br>【制法】上一味，以无灰酒四升，煮蒜令极烂。<br>【主治】治金疮中风。<br>【用法】每服取五合，并滓顿服之。
萆杜仲酒	萆　杜仲酒——（痹证）<br>（《圣济总录》）<br>【配方】杜仲、炮姜、萆、羌活、制附子、蜀椒（去目闭口者炒出汗）、肉桂、川芎、防风、秦艽、炙甘草各30克，细辛、五加皮、石斛续断、地骨皮各15克，桔梗35克，酒1.5公斤。<br>【制法】将上药共捣碎细，用酒浸于瓷瓶内，密封口，煮2时辰，取下候冷开封待用。<br>【主治】肾脏虚冷，或感受寒湿，腰脚冷痹，足胫疼痛。<br>【用法】每次温饮1杯，不拘时候，随量，常令有酒气。
蓖麻酒方	蓖麻酒方——（风疾诸病）<br>（《圣济总录》）<br>【配方】蓖麻子油一升，酒一斗。<br>【制法】上二味，同于银石器中盛，搅令匀，重汤煮一日，不住搅，候熟。<br>【主治】治风腲腿，肢体不收，失音不语。<br>【用法】每服三合，空心、日午、夜卧各一服，初服吐风涎，勿怪。不吐即涎不出。<br>说明：《普济方》同上。
鳖甲常山酒方	鳖甲常山酒方——（疟疾）<br>（《圣济总录》）<br>【配方】鳖甲（去裙醋炙）一分，淡竹叶一两，常山、甘草（炙　）各三分。<br>【制法】上四味，粗捣筛，每服五钱匕，酒半盏浸药，盖于地上一宿，次日添水一盏，煎至七分去滓。<br>【主治】治疟先寒战，寒解即壮热。<br>【用法】未发前温服，得吐为验。
