大娘和小祥 	江大娘买大梁，<br>项小祥买香肠。<br>买大梁的江大娘和买香肠的项小祥，<br>一起到市场。<br>江大娘买了一根梁，<br>项小祥买了二斤肠。<br>江大娘买的大梁江大娘扛不动，<br>买香肠的项小祥帮买大梁的江大娘扛大梁，<br>买梁的江大娘帮买香肠的项小祥提香肠。 
长江黄河 	长江长，黄河弯，<br>黄河没有长江长，<br>长江没有黄河弯。
鹅追鹅	鹅呀鹅，鹅追鹅，<br>鹅呀鹅，鹅过河，<br>鹅追鹅，鹅过河，<br>鹅过河，鹅追鹅，<br>小鹅过河追大鹅，<br>我也过河去赶鹅，<br>赶着大鹅小鹅过小河。
香肠	香肠长，长香肠，<br>炒香肠，尝香肠，<br>常炒香肠，常尝香肠。
白天黑夜	冬天黑夜长，<br>夏天白天长，<br>夏天比冬天白天长，<br>冬天比夏天黑夜长。
猫捉鼠	粮仓里边有稻谷，<br>小猫咪咪来看护，<br>睁大眼睛不马虎。<br>忽然发现一只鼠，<br>偷偷摸摸来吃谷，<br>咪咪一把抓过去，<br>老鼠乖乖成俘虏。<br>左抓抓，右拱拱，<br>吓得老鼠心打鼓，<br>眼看小命要入土。
送梨	有个小孩叫齐齐，<br>路上捡了几只梨，<br>一看前面推车的，<br>是赶集卖梨的米阿姨。<br>米阿姨推着梨脚步急，<br>小齐齐不迟疑，<br>马上跑步追米姨。<br>追上米姨递上梨，<br>米姨坚决不收梨，<br>说声谢谢小齐齐，<br>阿姨再奖你几个大甜梨。
拦兔追鹿	老虎拦住鹿和兔的路，<br>张着嘴巴要吃兔。<br>兔子捂着肚子呜呜哭，<br>说是吃草中了毒。<br>老虎放开兔子去追鹿，<br>左找右找找不着鹿，<br>回头再来抓小兔，<br>没了兔，没了鹿，<br>气得老虎直发怒。
一个瓜	金瓜瓜，银瓜瓜，<br>瓜棚里结瓜瓜。<br>瓜瓜熟，落下来，<br>打着坐着的小娃娃。<br>小娃娃瞪瓜瓜，<br>要打瓜瓜打不着，<br>哭着叫妈妈，<br>妈妈抱娃娃，<br>手指大瓜瓜，<br>瓜瓜笑娃娃。 
爷爷打狗	爷爷今年六十六，<br>推着车子去卖肉。<br>半路碰见一条狗，<br>狗追车子想吃肉。<br>爷爷拿棍去打狗，<br>吓得饿狗扭头走。 
踢毽子	小燕子踢毽子，<br>小建子数毽子。<br>毽子上，毽子下，<br>毽子上上又下下，<br>累坏数数的小建子，<br>乐坏踢毽的小燕子。
吃核桃	我敲桃壳你剥肉，<br>吃掉桃肉甩掉壳。<br>桃壳甩得门角落，<br>门角落头有桃壳。
泡泡	宝宝吹泡泡，泡泡跑了，<br>宝宝追泡泡，泡泡爆了爆宝宝。
手拿两瓶醋	手拿两瓶醋，肩背两尺布，急忙去赶路。<br>走到半路途，看见一只兔。<br>放下醋，丢掉布，慌忙去追兔。<br>逃掉兔，倒掉醋，醋染布，白辛苦。 
白塔	白石造白塔，<br>白塔白石塔。<br>层层白石搭白搭，<br>白塔层层高又大。<br>高高白塔入白云，<br>白云上面有白塔。 
满碗饭	红碗饭，黄饭碗，<br>红饭碗盛满碗饭，<br>黄饭碗盛半碗饭，<br>黄饭碗添半碗饭，<br>和红饭碗一样盛了满碗饭。
两只小猫	黑猫白猫去偷桃，<br>看见小狗守着桃。<br>黑猫与狗打招呼，<br>掩护白猫去偷桃。<br>小狗眼尖“汪汪”叫，<br>捉住黑猫和白猫。<br>咬痛肉，咬去毛，<br>黑猫白猫哭“喵喵”。 
甜和咸	玲玲买来盐，用舌舔一舔。<br>是咸不是甜，是甜不是盐。<br>是咸才是盐。
贝贝和菲菲 	贝贝飞纸飞机，菲菲要贝贝的纸飞机，<br>贝贝不给菲菲自己的纸飞机，<br>贝贝教菲菲自己做能飞的纸飞机。
白菜和海带 	买白菜，搭海带，不买海带就别买大白菜。<br>买卖改，不搭卖，不买海带也能买到大白菜。
大嫂子和大小子 	一个大嫂子，一个大小子。<br>大嫂子跟大小子比包饺子，<br>看是大嫂子包的饺子好，<br>还是大小子包的饺子好，<br>再看大嫂子包的饺子少，<br>还是大小子包的饺子少。<br>大嫂子包的饺子又小又好又不少，<br>大小子包的饺子又小又少又不好。
阿尔及利亚的阿尔及尔 	要说“尔”专说“尔”/马尔代夫，喀布尔/阿尔巴尼亚，扎伊尔/卡塔尔，尼伯尔/贝尔格莱德，安道尔/萨尔瓦多，伯尔尼/利伯维尔，班珠尔/厄瓜多尔，塞舌尔/哈密尔顿，尼日尔/圣彼埃尔，巴斯特尔/塞内加尔的达喀尔，阿尔及利亚的阿尔及尔。
女小吕和女老李 	这天天下雨，体育局穿绿雨衣的女小吕，去找穿绿运动衣的女老李。<br>穿绿雨衣的女小吕，没找到穿绿运动衣的女老李，穿绿运动衣的女老李，也没见着穿绿雨衣的女小吕。
鼓上画只虎 	鼓上画只虎，破了拿布补。<br>不知布补鼓，还是布补虎。 
伊犁马 	门前有八匹大伊犁马，你爱拉哪匹马拉哪匹马。（重复五遍） 
司机买雌鸡 	司机买雌鸡，<br>仔细看雌鸡，<br>四只小雌鸡，<br>叽叽好欢喜，<br>司机笑嘻嘻。
三山撑四水 	三山撑四水，四水绕三山，<br>三山四水春常在，四水三山四时春。
一堆粪 	一堆粪，一堆灰，灰混粪，粪混灰。（重复五遍）
六十六岁刘老六 	六十六岁刘老六，<br>修了六十六座走马楼，<br>楼上摆了六十六瓶苏合油，<br>门前栽了六十六棵垂杨柳，<br>柳上拴了六十六个大马猴。<br>忽然一阵狂风起，<br>吹倒了六十六座走马楼，<br>打翻了六十六瓶苏合油，<br>压倒了六十六棵垂杨柳，<br>吓跑了六十六个大马猴，<br>气死了六十六岁刘老六。 
炖冻豆腐 	会炖我的炖冻豆腐，<br>来炖我的炖冻豆腐，<br>不会炖我的炖冻豆腐，<br>就别炖我的炖冻豆腐。<br>要是混充会炖我的炖冻豆腐，<br>炖坏了我的炖冻豆腐，<br>哪就吃不成我的炖冻豆腐。 
补破皮褥子不如不补破皮褥子 	补破皮褥子不如不补破皮褥子（重复五遍）
娃娃和妈妈 	娃娃画画，妈妈绣花。<br>娃娃画绣花的妈妈，<br>妈妈绣画画的娃娃。 
刘小牛与柳小妞 	刘村有个刘小牛，<br>柳村有个柳小妞。<br>刘小牛去放牛，<br>柳小妞种石榴。<br>刘小牛让柳小妞骑牛牛，<br>柳小妞让刘小牛吃石榴。
蒸馍馍 	锅锅蒸馍馍，<br>馍馍蒸了一锅锅，<br>馍馍搁上桌桌，<br>桌桌上面有馍馍。 
风儿和铃儿 	风儿停停，风儿行行，<br>风儿吹着铃铃，<br>铃铃响响停停，<br>宝宝看看听听。 
缝裤缝 	一条裤子七道缝，<br>斜缝竖缝和横缝，<br>缝了斜缝缝竖缝，<br>缝了竖缝缝横缝。
狗咬狗 	狗咬狗，狗被狗咬狗就吼，<br>狗吼把咬狗的狗轰走，<br>狗再也不敢狗咬狗。
小鸭下水洼 	小鸭下水洼，<br>水洼有水花，<br>小花陪小鸭抓小虾，<br>小虾躲着小鸭抓。 
小扁担 	小扁担，三尺三，<br>扁担不离肩，<br>扁担挑担担，<br>一边一座山。 
坐车 	田田和建建，争了大半天，<br>田田说坐汽车前面抖，<br>建建说坐汽车后边颤。<br>到底前面抖还是后颤。<br>请你告诉田田和建建。
小石拾柿 	小石拾柿拾到四十四，<br>拿到秤上试，需要称两次。<br>头次秤三十，斤数整四十；<br>二次称十四，四斤四两四。<br>两次称柿子。<br>共是四十四斤四两四。
编细席 	一席地里编细席，<br>编得细席细又密。<br>编好细席戏细席，<br>细席脏了洗细席。
猴拍球 	一群猴，打篮球<br>猴拍球蹦球碰头，<br>球蹦猴拍头碰球，<br>球碰猴头球蹦跳，<br>猴拍蹦球头碰球。 
1和7 	1是1，7是7，17是17。<br>17倒过来，便是71。<br>71去掉1，变成一个7。<br>17去掉7，剩下一个1。<br>7后加个7，便成77。<br>77倒过来，仍是77。 
肉和豆 	肉炒豆，豆炒肉，肉是肉，豆是豆。<br>肉炒豆肉里有豆，豆炒肉豆里有肉。
小王和小黄 	小王和小黄，一块画凤凰。<br>小王画黄凤凰，小黄画红凤凰。<br>红凤凰黄凤凰，只只画成活凤凰，<br>望着小王和小黄。 
摘柿子 	四个孩子摘柿子，<br>老大摘了四个十，<br>老二摘了十个四，<br>老三摘了四十个，<br>老四摘了十四又四十。
鞋子和茄子 	爷爷买双鞋子，奶奶买斤茄子。<br>爷爷爱吃奶奶烧的茄子，<br>奶奶爱穿爷爷挑的鞋子，<br>爷爷奶奶吃完茄子试鞋子。
提灯笼 	小凤提着圆灯笼，<br>小龙提着方灯笼。<br>小凤的圆灯笼上画着龙，<br>小龙的方灯笼上画着凤，<br>小凤要拿圆龙灯笼换小龙的方凤灯笼。
造纸 	造纸张，用纸浆，<br>纸浆造纸出纸张。<br>草纸浆，木纸浆，<br>造出纸张有短长。<br>长纸张，用纸浆，<br>短纸张，用纸浆，<br>张张纸张用纸浆。 
左眼右眼 	左眼上有左上眼皮儿，<br>右眼上有右上眼皮儿，<br>左上眼皮儿打不着右下眼皮儿，<br>右上眼皮儿打不着左下眼皮儿。
青松岭  	青松岭，青松顶，<br>青松顶停蜻蜓静，<br>蜻蜓静，蜻蜓停，<br>蜻蜓静停青松顶。 
下棋  	两个老棋迷，一起来下棋。<br>棋迷老李要吃棋迷老齐的车，<br>棋迷老齐不让棋迷老李吃车。<br>不知棋迷李胜过棋迷齐，<br>还是棋迷齐胜过棋迷李。 
墙壁和壁纸  	墙壁贴壁纸，下雨墙壁湿。<br>壁湿壁纸湿。纸湿壁更湿。<br>撕纸换湿纸，湿纸撕下换壁纸，壁纸不湿纸不撕。
妹子盖被子  	妹子盖被子，被子盖妹子。<br>妹子要盖被子，被子盖住妹子。<br>妹子盖被子是被子盖妹子，被子盖妹子是妹子盖被子。 
树  	坡上一棵粗树，<br>坡下一棵秃树。<br>坡上粗树看秃树树秃，<br>坡下秃树看粗树树粗。<br>粗树树粗树不秃，<br>秃树树秃树不粗。<br>粗树比秃树粗，<br>秃树比粗树秃。
吃仁儿不吃皮儿  	吃仁儿不吃皮儿，<br>吐皮儿不吐仁儿。<br>磕下皮儿，吃了仁儿，<br>吃了仁儿，吐了皮儿，<br>吐皮儿吃仁儿皮儿里没仁儿。
两张床   	小刚买了两张床，<br>一张短来一张长，<br>长床短床十三尺，<br>短床长一尺，短床变长床，<br>长床短一尺，长床变短床。 
陈庄和郑庄   	陈庄城，郑庄城，<br>两庄城墙都有门。<br>陈庄人走陈庄门，<br>郑庄人走郑庄门。<br>忽然刮来一股风，<br>吹乱陈郑两庄人，<br>陈庄人过郑庄门，<br>郑庄人走陈庄门。
半半摆碗，盼盼摆盘   	半半摆碗，盼盼摆盘。<br>半半不能摆盼盼的盘，<br>盼盼不能摆半半的碗，<br>只能摆完盘子再摆碗，<br>或者摆完碗再摆盘。<br>半半摆完碗帮盼盼摆盘，<br>盼盼摆完盘帮半半摆碗。
巧巧与乔乔   	有个小孩叫巧巧，<br>巧巧哥哥叫乔乔，<br>乔乔划船带巧巧，<br>巧巧乔乔看姥姥。
扔草帽   	隔着墙头扔草帽，<br>也不知草帽套老头儿，<br>也不知老头儿套草帽。
虱子与狮子   	四只箱子，藏着四粒虱子，<br>四粒虱子，吓退四只狮子。
冠希与相机   	打南边来了个冠希<br>手里拿着一台相机<br>打北边来了个名姬<br>胸口露着两个咪咪<br>拿相机的冠希要拿手里的相机拍露咪咪的名姬<br>露咪咪的名姬不让拿相机的冠希把信息存进微机<br>拿相机的冠希非要把相机里的信息存进微机<br>存着信息的微机不知道拿相机的冠希不懂微机<br>也不知道露咪咪的名姬有的已成了人妻<br>于是存着露咪咪名姬信息的微机被拿相机的冠希整死了机<br>拿相机的冠希没想到修理微机会泄露少儿不宜的信息<br>修微机的也没想到冠希微机里的名姬会露着咪咪<br>最后，露咪咪的名姬哭哭啼啼闹分居<br>拿相机的冠希灰头土脸离开特区 
刷牙   	牙刷能刷牙，<br>刷牙用牙刷。<br>牙刷能把牙刷白，<br>牙白就得牙刷刷。
婆婆和嬷嬷   	婆婆和嬷嬷，来到山坡坡，<br>婆婆默默采蘑菇，嬷嬷默默拔萝卜。<br>婆婆拿了一个破簸箕，嬷嬷带了一个薄笸箩，<br>婆婆采了半簸箕小蘑菇，嬷嬷拔了一笸箩大萝卜。<br>婆婆采了蘑菇换饽饽，嬷嬷卖了萝卜买馍馍。 
师父四十四   	山里有个寺，山外有个市，弟子三十三，师父四十四。<br>三十三的弟子在寺里练写字，四十四的师父到市里去办事。<br>三十三的弟子用了四十四小时，四十四的师父走了三十三里地。<br>走了三十三里地就办了四十四件事，用了四十四小时才写了三十三个字。 
卖卵   	有个懒汉本姓阮，提个篮子卖鸡卵，<br>“卖卵”“卖卵”使劲喊，谁都不来买鸡卵，<br>不是鸡卵品种乱，而是鸡卵皮太软。<br>卖不出鸡卵难买饭，回家吃饭路又远，<br>胡乱烧把烂草取取暖，再吃掉篮子里几个软鸡卵。
石、斯、施、史四老师   	石、斯、施、史四老师，天天和我在一起。<br>石老师教我大公无私，斯老师给我精神食粮，<br>施老师叫我遇事三思，史老师送我知识钥匙。<br>我感谢石、斯、施史四老师。 
迟小池吃鱼翅   	紫瓷盘，盛鱼翅，一盘熟鱼翅，一盘生鱼翅。<br>迟小池拿了一把瓷汤匙，要吃清蒸美鱼翅。<br>一口鱼翅刚到嘴，鱼刺刺进齿缝里，疼得小池拍腿挠牙齿。 
长虫围着砖堆转   	长虫围着砖堆转，<br>转完砖堆钻砖堆。 
黄贺和王克   	一班有个黄贺，二班有个王克，<br>黄贺、王克二人搞创作，<br>黄贺搞木刻，王克写诗歌。<br>黄贺帮助王克写诗歌，<br>王克帮助黄贺搞木刻。<br>由于二人搞协作，<br>黄贺完成了木刻，<br>王克写好了诗歌。 
老罗的梨和老李的栗   	老罗拉了一车梨，老李拉了一车栗。<br>老罗人称大力罗，老李人称李大力。<br>老罗拉梨做梨酒，老李拉栗去换梨。 
炖炖冻豆腐   	你会炖炖冻豆腐，你来炖我的炖冻豆腐；<br>你不会炖炖冻豆腐，别胡炖乱炖炖坏了我的炖冻豆腐。 
老方扛着黄幌子   	老方扛着黄幌子，老黄扛着方幌子。<br>老方要拿老黄的方幌子，老黄要拿老方的黄幌子，<br>末了儿方幌子碰破了黄幌子，黄幌子碰破了方幌子。
崔粗腿和崔腿粗    	山前有个崔粗腿，山后有个崔腿粗<br>二人山前来比腿，<br>不知是崔粗腿比崔腿粗的腿粗，<br>还是崔腿粗比崔粗腿的腿粗？ 
六叔和六舅    	出南门，走六步，见着六叔和六舅，<br>叫声六叔和六舅，借我六斗六升好绿豆；<br>过了秋，打了豆，还我六叔六舅六十六斗六升好绿豆。 
虎斗猴    	山前有只虎，山下有只猴。<br>虎撵猴，猴斗虎；<br>虎撵不上猴，猴斗不了虎。 
三娘找山羊    	三娘在山止放三只山羊，<br>三只山羊翻过山梁三娘翻过山梁去找三只山羊。<br>三只山羊躲在杉树旁，<br>三娘找到三只山羊。 
断短扁豆    	门角里放着一大垛断短扁豆。（重复五遍） 
大麦和小麦    	大妹和小妹，一起去收麦。<br>大妹割小麦，小妹割大麦。<br>大妹帮小妹挑大麦，小妹帮大妹捆小麦。<br>大妹小妹收完麦，高高兴兴去打麦。<br>大妹打小麦啪啪噼，小妹打大麦噼噼啪。 
瘸子和矬子    	南面来了个瘸子，腰里别着个橛子，<br>北边来了个矬子，肩上挑着担茄子。<br>别橛子的瘸子要用橛子换挑茄子的矬子的茄子，<br>挑茄子的矬子不给别橛子的瘸子茄子。<br>别橛子的瘸子抽出腰里的橛子打了挑茄子的矬子一橛子，<br>挑茄子的矬子拿起茄子打了别橛子的瘸子一茄子。 
锅摞锅    	锅摞锅，摞锅摞。<br>一共摞了六摞锅，<br>六摞锅上摞六十六张罗面罗，<br>罗面罗里摆六十六个调羹勺。
菠萝与陀螺    	坡上长菠萝，坡下玩陀螺。<br>坡上掉菠萝，菠萝砸陀螺。<br>砸破陀螺补陀螺，顶破菠萝剥菠萝。
霍湖、郭海和汪活    	霍湖、郭海和汪活，三人一起烧茶喝。<br>霍湖点火，郭海烧锅，汪活劈柴火，郭海问汪活为何未劈柴火？<br>霍湖怪郭海，郭海怪汪活，汪活怪劈柴火为何劈不破？
瓜棚挂瓜    	瓜棚挂瓜，瓜挂瓜棚。<br>风刮瓜，瓜碰棚。<br>风刮棚，棚碰瓜。
瓜瓜笑娃娃    	金瓜瓜，银瓜瓜，<br>瓜棚上面结满瓜，<br>瓜瓜落下来，打着小娃娃，<br>娃娃叫妈妈，娃娃怪瓜瓜，瓜瓜笑娃娃。 
孩子和鞋了    	孩子是孩子，鞋子是鞋子，<br>孩子不是鞋子，鞋子不是孩子。<br>是孩子穿鞋子，不是鞋子穿孩子。<br>谁分不清鞋子和孩子，谁就念不准鞋子和孩子。
分不清是鸭还是霞    	天空飘着一片霞，水上游来一群鸭。<br>霞是五彩霞，鸭是麻花鸭，麻花鸭游进五彩霞，五彩霞网住麻花鸭。<br>乐坏了鸭，拍碎了霞，分不清是鸭还是霞。
贾家养虾     	贾家有女初出嫁，嫁到夏家学养虾，<br>喂养的对虾个头儿大，卖到市场直加价。<br>贾家爹爹会养鸭，鸭子虽肥伤庄稼。<br>邻里吵架不融洽，贾家也学养对虾。<br>小虾卡住了鸭子牙，大鸭咬住了虾的夹。<br>夏家公公劝，贾家爹爹压，大鸭不怕吓，<br>小虾装得嗲，夏家贾家没办法。 
风吹藤动铜铃响     	东洞庭，西洞庭，<br>洞庭山上一条藤，<br>藤条顶上挂铜铃，<br>风吹藤动铜铃响，<br>风停藤定铜铃静。
谭老汉买蛋和炭     	谭家谭老汉，挑担到蛋摊，买了半担蛋，<br>挑担到炭摊，买了半担炭，满担是蛋炭。<br>老汉忙回赶，回家炒蛋饭。<br>进门跨门槛，脚下绊一绊，<br>跌了谭老汉，破了半担蛋，<br>翻了半担炭，脏了木门槛。<br>老汉看一看，急得满头汗，<br>连说怎幺办，蛋炭完了蛋，<br>老汉怎吃蛋炒饭。
谁胜谁     	梅小卫叫飞毛腿，卫小辉叫风难追。<br>两人参加运动会，百米赛跑快如飞。<br>飞毛腿追风难追，风难追追飞毛腿。<br>梅小卫和卫小辉，最后不知谁胜谁。
小柳和小妞     	路东住着刘小柳，路南住着牛小妞。<br>刘小柳拿着大皮球，牛小妞抱着大石榴。<br>刘小柳把大皮球送给牛小妞，牛小妞把大石榴送给刘小柳。<br>牛小妞脸儿乐得像红皮球，刘小柳笑得像开花的大石榴。 
蜂和凤     	峰上有蜂，峰上蜂飞蜂蜇凤；<br>风中有凤，风中蜂飞凤斗峰。<br>不知到底是峰上蜂蜇凤，<br>还是风中凤斗蜂。
父母      	父母的父母扶父母，<br>父母扶父母的父母。<br>父母是父母的父母，<br>父母的父母是父母。
男演员、女演员      	男演员、女演员，同台演戏说方言。<br>男演员说吴方言，女演员说闽南言。<br>男演员远东劲族飞行员，女演员演鲁迅著作研究员。<br>研究员、飞行员；吴方言、闽南言。<br>你说男演员演得全不全？
山岩出山泉      	山岩出山泉，山泉源山岩，<br>山泉抱山岩，山岩依山泉，山泉冲山岩。
谁眼圆      	山前有个阎圆眼，<br>山后有个阎眼圆，<br>二人山前来比眼，<br>不知是阎圆眼的跟圆，<br>还是阎眼圆的眼圆。
小黑虎数猪      	爷爷领着孙子黑虎，到猪圈里数黑猪。<br>黑猪圈在猪圈里，各个猪圈都有猪。<br>小黑虎不马虎，挨着个儿地把猪数。<br>黑猪围着小黑虎，转来转去乱乎乎。<br>黑虎数了半天小黑猪，不知哪些黑猪挨过黑虎数，也不知黑虎数过哪些小黑猪。<br>逗得爷爷抿嘴笑，急得黑虎直要哭，爷爷说：“小黑虎，你别哭，这是十五只小黑猪。” 
颗颗豆子进石磨      	颗颗豆子进石磨，<br>磨成豆腐送哥哥，<br>哥哥说我的生产虽然小，<br>可是小小的生产贡献多。
墨与馍      	老伯伯卖墨，老婆婆卖馍，<br>老婆婆卖馍买墨，老伯伯卖墨买馍。<br>墨换馍老伯伯有馍，馍换墨老婆婆有墨。
王七上街去买席      	清早起来雨稀稀，王七上街去买席。<br>骑着毛驴跑得急，捎带卖蛋又贩梨。<br>一跑跑到小桥西，毛驴一下跌了蹄。<br>打了蛋，撒了梨，跑了驴，<br>急得王七眼泪滴，又哭鸡蛋又骂驴。 
砸缸      	小光和小刚，抬着水桶上岗。<br>乒乒乒，乓乓乓，打来打去砸了缸。<br>小光怪小刚，小刚怪小光，小光小刚都怪竹竿和水缸。 
妈妈骑马      	妈妈骑马，马慢；<br>妈妈骂马。<br>妞妞骑牛，牛慢；<br>
会的费，费的不会妞妞拧牛。      	手艺学不会，才料儿用的费<br>正是会的费，费的不会。  
石狮寺前      	石狮寺前有四十四棵涩柿子树，<br>这四十四棵涩柿子树上，住着四十四只小喜鹊。
大花碗      	碗架子上扣着大花碗，<br>大花碗底下扣着个大花活虾蟆。
玲珑塔      	玲珑塔，玲珑塔，玲珑宝塔十叁层，<br>塔前有座庙， 庙内有老僧，老僧当方丈，徒弟有六人；<br>一个叫青头楞，一个叫楞头青；一个叫僧僧头，一个叫点点头；<br>一个是奔胡卢把，一个是把胡卢奔；<br>青头楞会打磬，楞头青会捧笙；<br>僧僧点会吹管，点点僧会撞钟；<br>奔胡卢把会说话，把胡卢奔会念经。
壁上挂只鼓      	壁上挂只鼓，鼓里挂只虎，<br>虎爬破了鼓，拿块布来补，<br>是布补虎，还是布补鼓。
大婆子和小婆子      	大婆子是一个驼子，<br>小婆子是一个跛子，<br>大婆子嘲笑小婆子是一个跛子，<br>小婆子嘲笑大婆子是驼子。
橘子和橘壳      	吃橘子，剥橘壳，<br>橘壳丢啦北边壁角落；<br>弗吃橘子，弗剥橘壳；<br>弗必丢啦北边壁角落。
潮州城里飞英塔      	潮州城里有座飞英塔，<br>飞过一只喜鹊擦一擦，<br>弗晓的是喜鹊来擦塔？<br>还是塔来擦喜鹊？
驼子和胡子      	驼子挑了一担螺蛳，胡子骑了一匹骡子，<br>驼子的螺蛳撞啦胡子的骡子，<br>胡子的骡子踏啦驼子的螺蛳，<br>驼子要胡子赔驼子的螺蛳，<br>胡子要驼子贴胡子的骡子。
驼子骑骡子      	一个驼子骑匹骡子，碰到婆子，挑担茄子，<br>驼子个骡子践到婆子的茄子，<br>婆子拖驼子下骡子，要驼子贴婆子个茄子。
买铃铛      	玲玲和莹莹，上街买铃铛。<br>玲玲买的铃铛响叮当，<br>莹莹买的铃铛叮当响。<br>玲玲莹莹摇铃铛，<br>比比谁的铃铛响。<br>你说是玲玲的铃铛比莹莹的响，<br>还是莹莹的铃铛比玲玲的响？ 
数星星      	晶晶和欣欣，<br>一起看星星。<br>天上星星亮晶晶，<br>晶晶欣欣数星星。 
山前有四十四个小狮子      	山前有四十四个小狮子，山后边有四十四棵紫色柿子树，<br>山前四十四个小狮子吃了山后边四十四棵紫色柿子树的涩柿子，<br>山前四十四个小狮子让山后边四十四棵紫色柿子树的涩柿子给涩死了。
字纸里裹着细银丝      	字纸里裹着细银丝，细银丝上趴着四千四百四十四个似死似不死的小死虱子皮。 
小柱有本小书      	小柱有本小书，书上画棵小树，树下有头小猪。<br>小路撕破小柱的小书，撕坏了书上的小树，没撕坏树下的小猪。<br>小柱要小路赔小书，小路对小柱说：“我赔你的小书，赔你书上的小树，不赔你树下的小猪。” 
小徐钓鱼钓不起大鱼      	小徐钓鱼钓不起大鱼，鱼杆怨鱼钩太直不够曲，<br>鱼钩怨鱼杆太曲不够直，也不知是杆曲钩直，还是杆直钩曲？
苇编五绝      	芦苇高，芦苇长，芦花似雪雪茫茫。芦苇最知风儿暴，芦苇最知雨儿狂。<br>芦苇高，芦苇长，芦苇荡里捉迷藏。多少高堂名利客，都是当年放牛郎。<br>芦苇高，芦苇长，隔山隔水遥相望。芦苇这边是故乡，芦苇那边是汪洋。<br>芦苇高，芦苇长，芦苇荡边编织忙。编成卷入我行囊，伴我从此去远航。<br>芦苇高，芦苇长，芦苇笛声多悠扬。牧童相和在远方，令人牵挂爹和娘。 
南边的哑巴和北边的喇嘛      	打南边来了个哑巴，腰里别了个喇叭；<br>打北边来了个喇嘛，手里提了个獭犸。<br>提着獭犸的喇嘛要拿獭犸换别着喇叭的哑巴的喇叭；<br>别着喇叭的哑巴不愿拿喇叭换提着獭犸的喇嘛的獭犸。<br>不知是别着喇叭的哑巴打了提着獭犸的喇嘛一喇叭；<br>还是提着獭犸的喇嘛打了别着喇叭的哑巴一獭犸。<br>喇嘛回家炖獭犸；<br>哑巴嘀嘀哒哒吹喇叭 
四是四，十是十      	四是四，十是十；<br>十四是十四，四十是四十；<br>别把四十说喜席，别把十四说席喜。<br>要想说好四和十，全靠舌头和牙齿。<br>要想说对四，舌头碰牙齿；<br>要想说对十，舌头别伸直。<br>认真学，常练习，十四、四十、四十四。
我的穿着      	我穿的阿尔泰山、天山、昆仑山、罔底斯山、唐古拉山、喜马拉雅山，<br>还穿了祁连山、巴颜喀拉山、横断山、阴山、贺兰山、六盘山、邛崃山、大雪山、大凉山、太行山、大巴山、大娄山、大别山、武夷山、十万大山、华山、泰山、嵩山、衡山、玉山、阿里山，外穿一件长白山。(一口气越说越快) 
旅游      	我先乘落杉矶，又骑巴拿马、罗马，<br>然后换上由北冰洋、太平洋、大西洋、印度洋这四头羊拉的雪橇，<br>一上新加坡、吉隆坡就到家了。<br>这就是多米尼加、马达加斯加、牙买加。 
四个表妹      	大表妹波兰，二表妹芬兰，三表妹新西兰，四表妹纽芬兰。 
