白石脂粥	白石脂粥<br>【来源】《子母秘录》<br>【原料】白石脂(研末)10克，粳米50克。<br>【制作】先煮粳米粥，临熟，入白石脂末，搅煮几沸。<br>【用法】空腹服食。<br>【疗效】涩肠，止血。治小儿水痢不止、体弱形赢者。<br>【宜忌】温热积滞者忌服。
白术茯苓粥	白术茯苓粥<br>【来源】经验方<br>【原料】白术12克，茯苓15克，陈皮3克，生姜皮1克，砂仁3克，粳米100克。<br>【制作】将上五味药煎汁去渣，加入粳米同煮为稀粥。<br>【用法】每日分两次，早晚温热服。<br>【疗效】健脾行水。适用于脾虚所致妊娠面目、四肢浮肿，或遍及全身，小便短少。
白术鲫鱼粥	白术鲫鱼粥<br>【来源】《食疗百味》<br>【原料】白术10克，鲫鱼30-60克，粳米30克。<br>【制作】鲫鱼去鳞甲及内脏，白术洗净先煎汁100毫升，然后将鱼与粳米煮粥，粥成入药汁和匀，根据患者口味入盐或糖。<br>【用法】每日1次，连服3-5日。<br>【疗效】健脾和胃，降逆止口区。适用于脾胃虚弱型恶阻，症见孕后2?月，脘腹胀闷，呕恶不食，或食入即吐，浑身无力，倦怠思睡，舌质淡，苔白，脉缓滑。
白术猪肚粥	白术猪肚粥<br>【来源】《圣济总录》<br>【原料】白术30克，槟榔10克，生姜10克，猪肚1个，粳米100克，葱白3根切细，盐少许。<br>【制作】将以上三味药捣碎，猪肚洗净去涎滑，纳药于猪肚中缝口，以水煮猪肚令熟，取汁，将粳米及葱白共入汁中煮粥，并加盐。<br>【用法】空腹服食。<br>【疗效】健脾疏肝理气。治疗妇人肝部气滞、月经不调、四肢烦热以及脾虚气滞、脘腹胀满等症。
百部粥	百部粥<br>【来源】民间方<br>【原料】百部10克，大米30克，蜂蜜适量。<br>【制作】先煎百部，取汁去渣，入大米同煮成粥。<br>【用法】每日2次，温热服。食前调入蜂蜜。<br>【疗效】止咳化痰。适用于百日咳，有特效。
百合地黄粥	百合地黄粥<br>【来源】传统方<br>【原料】百合30克，生地15克，杞子12克，枣仁10克，粳米100克。<br>【制作】将百合、生地、杞子、枣仁水煎取汁，加入粳米煮粥。<br>【用法】每日2次，温热服。<br>【疗效】滋补肝肾，养心安神。适用于肝肾阴虚所致的妇女脏躁，症见头晕耳鸣，烦躁易怒，心悸不安，甚则意识朦胧。手足心热，腰膝酸软。
板兰根粥	板兰根粥<br>【来源】经验方<br>【原料】板兰根30克，夏枯草20克，粳米30克，白糖适量。<br>【制作】将上二味药煎水，取汁去渣，加入粳米、白糖，同煮为粥。<br>【用法】每日2-3次，温热服。<br>【疗效】清热解毒，凉血散结。适用于腮腺炎肿痛发热有硬块者。
包心菜粥	包心菜粥<br>【来源】民间方<br>【原料】包心菜500克，粳米100克。<br>【制作】先将包心菜水煮半小时，捞出菜后，入米煮粥。<br>【用法】日服2次。<br>【疗效】健身提神，散结止痛。用于胃脘疼痛、肾阳虚衰、乳汁不下等。
荸荠萝卜粥	荸荠萝卜粥<br>【来源】经验方<br>【原料】鲜荸荠10个，鲜萝卜汁500克，粳米30克。白糖适量。<br>【制作】将鲜荸荠削皮，与鲜萝卜汁一同煮开，入粳米煮粥，粥熟加适量白糖即可。<br>【用法】空腹温热服食。<br>【疗效】清热养阴，解毒消炎。适用于疹后伤阴咳嗽者o
荜拔粥	荜拔粥<br>【来源】《养生食鉴》<br>【原料】荜拔2-4克，胡椒1-3克，粳米100克。<br>【制作】先将荜拔，胡椒研为极细粉末。用粳米煮粥，待煮沸后调入以上二味药末，再煮成粘稠稀粥即可。<br>【用法】早晚温热服食，3-5日为1疗程。<br>【疗效】温中、散寒、止痛。适用于虚寒性胃脘疼痛，食欲不振，呕吐，肠鸣泄泻。<br>【注意事项】凡一切实热证及阴虚有火者忌用。
扁豆花粥	扁豆花粥<br>【来源】《食疗百味》<br>【原料】白扁豆花10-15克，粳米60克。<br>【制作】先将粳米洗净，兑水煮成稀粥，待粥将熟时，放入扁豆花，改用慢火，稍煮片刻即可。<br>【用法】温热服食。每日1-2次。<br>【疗效】清热化湿，健脾和胃。适用于夏季感受暑热，发热，心烦，胸闷，吐泻及赤白带下等症。
扁豆山药糯米粥	扁豆山药糯米粥<br>【来源】民间方<br>【原料】扁豆15克，淮山30克，糯米60克。<br>【制作】以上三味洗净放在沙锅里，加水500毫升，用文火煮熟。<br>【用法】每日2次，温热服食，连服5-7次有效。<br>【疗效】健脾化湿。适用于脾虚型、湿毒型带下等。<br>【宜忌】扁豆含有凝集素，是一种毒蛋白。遇高热后可被破坏，因此，要彻底煮熟，以防中毒。
扁豆山药粥	扁豆山药粥<br>【来源】《本草纲目》<br>【原料】扁豆、山药各60克，大米50克。<br>【制作】将白扁豆、山药、大米等三味淘洗干净，然后同煮成粥。<br>【用法】可经常服食，小儿量减半。<br>【疗效】健脾益胃，消暑止泻。适用于脾虚胃弱，呕逆泄泻，食欲不振，食积痞块，小儿疳积，消渴等。<br>【注意事项】外感热盛者忌食，本品多食有壅滞作胀感。
扁豆薏米粥	扁豆薏米粥<br>【来源】《补身》<br>【原料】扁豆60克，薏米60克。<br>【制作】将以上二味加水煮成粥。<br>【用法】每日2次服食。<br>【疗效】健脾，清暑，利湿。可用作预防中暑，有清利解暑之效。
扁豆粥	扁豆粥<br>【来源】《食鉴本草》<br>【原料】白扁豆15克，人参5-10克，粳米50克。<br>【制作】先煮扁豆，将熟，入米煮粥；同时单煎人参取汁，粥熟时，将参汁加入调匀即可。<br>【用法】每日2次，空腹服食。<br>【疗效】益精补肺，健脾止泄。适用于久泄不止、脾胃虚弱或小儿吐泻等症。
菠菜根粥	菠菜根粥<br>【来源】《家庭药膳》<br>【原料】鲜菠菜根250克，鸡内金10克，大米适量。<br>【制作】菠菜根洗净切碎，与鸡内金加水适量煎煮半小时，再加入淘净的大米，煮烂成粥。<br>【用法】每日1次，顿服。<br>【疗效】利五脏，止渴润肠。适用于糖尿病。
菠菜粥	菠菜粥<br>【来源】《本草纲目》<br>【原料】鲜菠菜适量，粳米100克。<br>【制作】先将菠菜洗净，放入沸水中，略烫数分钟，捞出后切细，同粳米煮粥。<br>【用法】供早晚餐温热服食。<br>【疗效】滋阴养血，降压，润燥。适用于高血压、老年性便秘、痔疮出血等。
薄荷粥	薄荷粥<br>【来源】《医余录》<br>【原料】薄荷5克，粳米50克。<br>【制作】先煮粳米粥，临熟，入薄荷，再煮几沸，发香气即成。<br>【用法】空腹服食。<br>【疗效】疏散风热。治风热感冒，而见发热恶风、头目不清、咽痛口渴者。
薄荷粥(一)	薄荷粥(一)<br>【来源】《医余录》<br>【原料】干薄荷15克(鲜品30克)，粳米50-100克，冰糖适量。<br>【制作】先将薄荷煎汤(不宜久煎，一般煮2-3分钟)，去渣取汁。粳米洗净煮粥，待粥将熟时，加入冰糖适量及薄荷汤，再煮1-2沸即可。<br>【用法】稍凉后服，每日1-2次。<br>【疗效】疏散风热，清利咽喉。适用于风热感冒，头痛目赤，咽喉肿痛。并可作为夏季防暑解热饮料。<br>【注意事项】本品不宜多服、久食。秋冬季节不宜食。29
补虚益气粥	补虚益气粥<br>【来源】民间方<br>【原料】党参20克，炙黄芪30克，粳米200克，白糖适量。<br>【制作】将党参、黄芪用水湿润切片，加水煮提取2次，提取浓缩药汁50克。粳米洗净加水煮粥，待粥熟时加入党参、黄芪浓汁，再煮片刻。加白糖调味即成。<br>【用法】早晚空腹服食。<br>【疗效】补气虚，益虚损，抗衰老。适用于老年或久病体弱、脾虚．久痢、食欲不振等症。
补中升阳粥	补中升阳粥<br>【来源】《食疗百味》<br>【原料】黄芪30克，人参5-10克，柴胡、升麻各3克，粳米30克，红糖适量。<br>【制作】先煎黄芪、人参、柴胡、升麻，去渣取药汁，和粳米共煮为粥。加红糖调味。<br>【用法】每日1次，可连服7日。<br>【疗效】补气摄血，升阳举陷。适用于气虚月经过多，过期不止，色淡而清稀如水，面色苍白，气短懒言，心悸不宁，小腹空坠，肢软无力，食欲不振，舌质淡红，苔薄白，脉虚弱。
补中益气粥	补中益气粥<br>【来源】传统方<br>【原料】党参、黄芪各15克，白术12克，升麻、当归各6克，柴胡、陈皮各3克，小米50克，红糖适量。<br>【制作】将上七味药煎汁去渣，加入小米、红糖同煮成粥。<br>【用法】每日1-2次，温热服。<br>【疗效】补益中气，升阳举陷。适用于子宫脱垂，脱肛，胃下垂。
参芪白莲粥	参芪白莲粥<br>【来源】《食疗百味》<br>【原料】人参6克，黄芪30克，大枣15枚，白莲子去心及粳米各60克。<br>【制作】先将人参、黄芪用清水300毫升，文火煮取200毫升，去渣取汁，加入大枣(去核)、莲子、粳米共煮为粥。<br>【用法】每日1次，连服1周。<br>【疗效】益气摄血。适用于月经超前，量多，色淡，质地清稀，神疲倦怠，食欲不振，气短心悸，舌质淡，脉沉虚无力。
参芪白莲粥1	参芪白莲粥<br>【来源】《食疗百味》<br>【原料】人参6克，黄芪30克，大枣15枚，去心白莲子、粳米各60克。<br>【制作】先将人参、黄芪切片，并用清水300毫升，文火煮取200毫升，去渣；加入大枣(去核)、莲子、粳米，共煮为粥。<br>【用法】每日服1料，可连续服食7日。<br>【疗效】益气健脾。适用于年老体虚，或病后气虚，神疲倦怠，食欲不振，气短心悸，慢性腹泻，妇女月经先期，色淡量多。舌淡苔薄而润，脉沉虚无力。<br>【注意事项】热证、实证者忌服，服药粥期间勿与萝卜和茶同服。
参芪胶艾粥	参芪胶艾粥<br>【来源】经验方<br>【原料】黄芪、党参各15克，鹿角胶、艾叶各6-10克，升麻3克，当归、砂糖各10克，粳米100克。<br>【制作】将党参、黄芪、艾叶、升麻、当归入砂锅煎取浓汁，去渣，然后加入粳米、鹿角胶、砂糖煮粥。<br>【用法】上、下午温热服食。<br>【疗效】补气摄血。适用于产后恶露过期不止，淋漓不断，量多色淡红，质稀薄，小腹空坠，神疲懒言，面色咣白。<br>【注意事项】阴虚火旺所致恶露不绝者忌用。
柴胡疏肝粥	柴胡疏肝粥<br>【来源】传统方<br>【原料】柴胡、白芍、香附子、枳壳、川芎、甘草、麦芽各10克，粳米100克，白糖适量。<br>【制作】将上七味药煎取浓汁，去渣，粳米淘净与药汁同煮成粥，加入白糖稍煮即可。<br>【用法】每日2次，温热服。<br>【疗效】疏肝解郁，理气宽中。适用于慢性肝炎、肝郁气滞之胁痛低热者。
蟾蜍水蛇粥	蟾蜍水蛇粥<br>【来源】《随息居饮食谱》<br>【原料】蟾蜍2-4只，水蛇1-2条，大米适量。<br>【制作】将蟾蜍剥去外皮，除去内脏及头爪，洗净后切成小块，水蛇剥去外皮，除内脏，入放开水中煮熟，折肉去骨，再同赡除肉、大米同煮成粥。<br>【用法】每日1-2次，温热服。<br>【疗效】清热解毒，消疳杀虫，平惊散癖，行湿除黄。适用于乳腺炎、疮疽发背，皮肤湿毒一类病症，如湿疹、皮炎等。<br>【注意事项】蟾蜍皮有毒，一定要剥净。
产妇宜食药粥	产妇宜食药粥<br>产妇由于失血易造成气血虚损，以致出现乳汁不足、大便秘结、血虚体弱、腰膝酸软、头晕乏力等现象。若能经常服用一些药粥调养，对产后康复、母婴健康均大有种益。现将几款药粥介绍如下，供产妇选用。<br>龙眼粥：龙眼（桂圆）去核20克，上等红枣ZO克，糯米120克，同时煮粥。加入少许红糖调味，日服3次（早、中、晚各取一次），能养心安神、健脾补血，适用于产后贫血、心悸失眠、体质虚弱者。<br>黑芝麻粥：黑芝麻（去掉杂质）30克，大米100克。先将大米煮成粥，再将黑芝麻炒香研末，待粥熟时加黑芝麻末，调入适量白糖，早晚2次空腹食之。可养五脏、润肠通使。对产后气血两亏、津损肠燥之便秘者有校好疗效。<br>黑木耳粥：首选上等黑木耳20克，上等红枣20克，粳米120克。先将黑木耳20克洗净用温水泡发后，同时放入铁锅内加适量冷水煮熬成粥，再放入适量冰糖调味，分早晚们民一次。能益心补血，宜用于产后失血较多、头晕目眩、唇白、面无血色者。<br>小麦大枣粥：取小麦60克，大红枣20克，大米100克。小麦煮汁去渣，加入大米、红枣用文大煮粥，食用。此粥功效可养心神、止虚汗、益气血、健脾胃，宜用于产后气血两亏、脾胃不足、汗出异常，以及心慌、气短、纳呆、乏力、失眠等症状者。
常饮药粥软化血管	常饮药粥软化血管<br>目前，临床上用于防治动脉硬化的药物虽然越来越多，但长期服用多具有一定副作用，而选用药粥则不仅能起到较好的预防和治疗作用，而且一般都无副作用。下面几种药粥取材方便，制作简单，不妨一试。<br>1、玉米粉粥：玉米粉50克，粳米50克，先将玉米粉加清水适量调匀，待粳米煮粥将成时加入同煮至稠即可。每口服食1～2次。具有益肺宁心、调中开胃等功效。适用于动脉硬化、高血脂症、冠心病、心肌梗塞等心血管疾病患者服用。长期服用对软化血管功效尤著。<br>2、大蒜粥：紫皮大蒜30～50克，粳米100克。将大蒜去皮，放沸水中煮l分钟左右后捞出。再取粳米，放人煮蒜的水中煮成稀粥，然后将蒜放人，同煮为粥即可服食。每日1～2次。大蒜粥具有软化血管、降血压、降血脂等作用。<br>3、何首乌粥：何首乌30～50克，粳米50克，大枣5枚。先将何首乌放入砂锅内，加清水适量煎取浓汁，去渣后与粳米、大枣同煮为粥即可服食，每日l次。适用于老年人肝肾不足、阴血亏损、头晕耳鸣、须发早白，以及高血压、动脉硬化，大便干燥等症。<br>4、甜浆粥：新鲜豆浆500克，粳米50克。将粳米淘洗干净后，与豆浆一起煮粥，粥成后加冰糖少许。每日1～2次。甜浆粥具有健脾、养胃、润肺、补虚等作用。适宜于年老体弱，营养不良者，对动脉硬化、高血压、冠心病有较好的防治作用。
常用药粥	常用药粥<br>洋参燕窝粥<br>【功效】补肺养阴，止嗽宁血。<br>【主治】气阴不足、久咳喘嗽、痰中带血、肺结核咯血、支气管扩张、肺气肿、肺心病、哮喘等。<br>【制用方法】将燕窝15克洗净，发透，西洋参4～5片，粳米100克，加水煎煮成粥，放冰糖适量调味，代餐食用。每日1次。<br>洋参银耳粥<br>【功效】养阴益肺，润肠止咳。<br>【主治】高年哮喘、干咳少痰、烦热、盗汗、口干思饮、午后发热、大便秘结、舌红少津、脉象细数。<br>【制用方法】将银耳一小朵洗净，冷水发透，西参4～5片，粳米100克，加水适量，文火煎煮成粥，放冰糖调味食用。若为糖尿病患者，可加木糖醇调味，入面粉做成糊粥食用。每日1次。<br>人参核桃仁粥<br>【功效】温肺润肠，补气养血，固肾涩精，使用气定喘。<br>【主治】体虚瘦弱、腰膝酸软、阳痿滑精、夜尿频多、大便秘结，以及成年人肺结核、慢性支气管炎、哮喘、高脂血症等。<br>【制用方法】取核桃仁(捣碎)，白参5克，粳米100克，加水适量。煎煮成粥，放糖调味食用。每日1次。<br>人参山药糊粥<br>【功效】扶正补虚，益气健脾滋肾。<br>【主治】气阴两亏、诸虚百损、眩晕、健忘、脑鸣、消瘦、遗精、小便频数，以及糖尿病、高脂血症、动脉硬化等。<br>【制用方法】白参30克，生山药500克，黄豆300克，均加工成粉，与500克面粉混合均匀。每次取粉约100克和粳米30克，做成糊粥食用，亦可放菜做成咸粥。每日1～2次。<br>人参淡菜粥<br>【功效】补益五脏，养精生血，敛汗。<br>【主治】眩晕、健忘、自汗、盗汗、潮热、烦躁，以及神经衰弱，更年期综合征、妇女白带过多等。<br>【制用方法】取淡菜10个(洗净泥沙)，白参5～6片，粳米100克，加水适量，浸泡2小时，文火煎煮成粥，放盐调味食用。每日1～2次。<br>人参干姜粥<br>【功效】温中散寒，健脾益胃。<br>【主治】脾胃虚寒、倦怠乏力、脘腹冷痛、食欲不振、肠鸣腹泻、完谷不化、四肢不温。<br>【制用方法】红参15克，干姜30克(烘干)，共研为细末，装瓶备用。食粥时调入人参干姜粉3克和糖适量，拌匀食用。每日1次。<br>双补粥<br>【功效】补虚益气，养血止血。<br>【主治】气血虚弱、面色晄白、气短懒言、头目率晕、健忘、失眠、心悸、月经过多、崩漏、先兆流产等。<br>【制用方法】取红参5～6片加水反复煎煮，滤取浓汁，直至药物无味。以红参汁煎煮糯米100克为粥，粥熟后，放入阿胶15克，再煮三五沸，令溶化，加糖少许调味食用。每日1次。<br>补虚正气粥<br>【功效】补正气，疗虚损，健脾胃，抗衰老。<br>【主治】劳倦内伤、五脏虚衰、年老体弱、久病羸瘦、心慌气短、体虚自汗、慢性泄泻、脾虚久痢、食欲不振、气虚浮肿等。<br>【制用方法】将黄芪30克和红参5克，用冷水浸泡半小时，入沙锅煎沸，后改用文火煎成浓汁，取汁后再加冷水如前法煎取二汁，去渣，将两次煎汁合并，分两份，于每日早晚同粳米加水适量煮粥。粥成以后，入白糖少许调味食用。红参也可制成参粉，调入黄芪粥中服食。<br>参苓粥<br>【功效】健脾益气，利水消肿，延年抗老。<br>【主治】脾虚湿盛、倦怠乏力、面浮肢肿、不思饮食、大便溏泻，以及未老先衰、久病体弱等。<br>【制用方法】广泛将红参15克，茯苓100克，共研为细末。粳米煮粥，半熟时入药末3～5克，再加冰糖少许，煮至粥熟即成。早晚空腹食用，若作延年益寿保健用，红参可改用白参。<br>参苡粥<br>【功效】健脾，利水，抗癌，美容。<br>【主治】脾虚气弱、身倦乏力、周身重着、肢节肿胀、食欲不振、水肿、脚气、大便泄泻，以及皮肤赘疣、青春疙瘩、胃癌、膀胱癌等。<br>【制用方法】将白参50克研为细末。取粳米50克，薏苡仁30克，加水煎煮成粥，粥成后调入参粉2克、红糖适量调味，空腹食用。每日1次。<br>参茸粥<br>【功效】通治诸虚，延年抗老。<br>【主治】久病体弱、产后虚羸、未老先衰及一切气血精液不足者。<br>【制用方法】将白参50克，党参150克，鹿茸3克，共研细末。煮粳米为粥，食粥时调入参茸粉一食匙及红糖少许，和匀服用。每日1次。<br>养阴粥<br>【功效】益气养阴，清肺开胃，止渴生津。<br>【主治】气阴不足、干咳少痰、咽干、口渴、心烦、声哑、胸中实热、食欲不振、宿食不化。<br>【制用方法】取荸荠100克(去皮，洗净，切成小块)，西洋参5～6片，粳米50克，加水适量，文火煎煮成稀粥，入冰糖调味食用，每日1次。<br>参麦粥<br>【功效】益心气，养心神，敛虚汗，厚肠胃。<br>【主治】心脾虚弱、神疲劳倦、心神不宁、自汗、失眠、神经衰弱。<br>【制用方法】将白参30克(加工成粉)，糯米500克，小麦750克，混合后捣成碎米状。每取100克做成糊粥，食粥前放入一食匙参粉调匀，加糖调味，作晚餐食用。<br>人参百合粥<br>【功效】益气养阴，清心润肺。<br>【主治】胸闷气短、久咳喘嗽、心烦、失眠、自汗、盗汗、惊悸，以及神经衰弱、肺结核低热等。<br>【制用方法】取白参5～6片，百合50克，粳米100克，加水适量，浸泡1小时许，文火煎煮成粥，粥将成时入冰糖调味食用。每日1～2次。<br>参枣粥<br>【功效】补中益气，养血安神。<br>【主治】体倦乏力、食欲不振、大便溏薄、面色晄白、精神不安、心悸、虚烦不得眠、齿龈出血和各种贫血、紫癜等。<br>【制用方法】取白参5～6片，大枣10枚，赤小豆30克，粳米50克，加水适量，浸泡2小时，以文火煎煮成粥，放入红糖少许调味食用。早晚各食1次。<br>参菇咸粥<br>【功效】益气补虚，生津养血，健脾开胃。<br>【主治】虚劳心悸、气短、自汗、脾虚食少、久泻久痢，以及慢性肝炎、慢性支气管炎、白细胞减少症等。<br>【制用方法】将白参7～8片，加水煎煮半小时后，入蘑菇30克，火腿5～6片，粳米100克，葱姜末、精盐少许，煎煮成粥，分顿随量食用。<br>参龙粥<br>【功效】益气补虚，养血宁心，益脾开胃。<br>【主治】思虚过度、心脾劳伤、健忘怔忡、虚烦不眠、脾虚泄泻、食欲不振、产后浮肿、自汗等。<br>【制用方法】取红参6～7片，桂圆10个，粳米100克，加水浸泡1小时，以文火煎煮成粥后，入红糖少许调味食用。早、晚各食1次。<br>人参猪肚咸粥<br>【功效】培补脾胃，益气补虚。<br>【主治】脾气虚弱、倦怠乏力、食欲不振、消化不良、消渴多饮、小便频数，以及脱肛、胃下垂、子宫脱垂等。<br>【制用方法】将猪肚去脂膜，洗净，加水适量，煮至八成熟，捞出，切成丝状备用。取粳米100克，猪肚丝100克，红参5～6片，猪肚汤适量，再加水少许煎煮成粥，入葱、姜、盐调味。分顿随量食用。<br>参脊补虚粥<br>【功效】补虚弱，益精气，强腰脊。<br>【主治】素体虚弱、身倦乏力、气短懒言、腰脊疼痛强直、骨刺。<br>【制用方法】取羊脊骨1具(洗净，剁碎)，狗脊、熟地各30克，红参5～6片，加水适量，文火煎煮3～5小时，过滤(药渣可以下次煮汁再用)，取药汁与洗净的粳米100克，煎煮成粥。可酌加葱、姜、盐等调味，分顿随量食用。<br>人参鲫鱼粥<br>【功效】益气补虚，利水消肿。<br>【主治】脾气虚弱、倦怠乏力、形体消瘦，面色萎黄、面浮肢肿、食欲不振、病后体弱、产后缺乳。<br>【制用方法】将红参30克研为细末，备用。鲫鱼去肠杂，存鳞，洗净，加水适量，放葱、姜、盐调料，煎煮约1小时，取鲫鱼汤和粳米100克，煎煮成粥后，调入参粉3克，和匀，即可食用。每日1～2次。<br>人参鸭汁粥<br>【功效】补虚劳，滋阴血，益脾胃，消水肿。<br>【主治】身体虚弱、倦怠乏力、潮热、盗汗、面浮肢肿、食欲不振，以及营养不良性浮肿、肾炎水肿、肝硬变腹水、心脏性水肿等。<br>【制用方法】取青头鸭1只(去内脏及毛杂，洗净)，红参15克，加水适量，放葱、姜调料，烧煮至鸭肉极烂为度。每次取汤适量，加粳米煮粥，粥成后放糖调味食用。<br>双参补粥<br>【功效】益气滋阴，补肾壮阳，延年抗老。<br>【主治】产后或病后虚弱、精血亏损，以及一切气血精津不足者。<br>【制用方法】先将海参浸泡透发，切成薄片。每次取海参片30克，红参片6～7片，粳米100克，加水煎煮成粥，最好入少量鸡汤。粥成后根据口味，放糖或放盐调味食用。<br>人参黄米粥<br>【功效】益脾胃，止泄泻。<br>【主治】消化不良、脾虚泄泻、慢性胃炎、胃及十二指肠溃疡。<br>【制用方法】将红参30克研为细末，备用。把粳米放锅中炒至焦黄，每次取100克，加水适量，煎煮成粥后，调入红参粉2克拌匀食用。每日1次。
