福兮祸所倚	保险词语	平安险
覆巢之下无完卵	保险词语	实际全损
改革深入人心	保险词语	变更通知
干活勿忘安全带	保险词语	劳动保险
淦	保险词语	流动财产
钢刀架脖子	保险词语	一切险
个个朋友靠得住	保险词语	交通保险
瓜豆兼得	保险词语	两种保险
挂号函件	保险词语	信用保险
关公走麦城	保险词语	履约险
国家兴亡	保险词语	公众责任保险
过河必须桥或船	保险词语	经济条件
过河卒	保险词语	经济损失
过街老鼠	保险词语	途耗
过街老鼠人人喊打	保险词语	途耗，保险
毫不在乎	保险词语	毛损
禾苗安全过冬	保险词语	农业保险
合则安	保险词语	分散危险
何日再相逢	保险词语	分期交
和平共处	保险词语	险别
洪	保险词语	共同海损
后撤掩护	保险词语	退保
后胎刹车	保险词语	保险单
护航	保险词语	海上保险
护驾	保险词语	车辆保险
护校成功	保险词语	师生平安保险
华亭鹤唳可复闻乎	保险词语	机身险
化干戈为玉帛	保险词语	两全保险
还我头来	保险词语	赔偿额
会计出纳	保险词语	合理费用
火娃	保险词语	自然人
火灾殃及四邻	保险词语	间接损失
祸不单行	保险词语	接连危险
击鼓敲钟勤职守	保险词语	碰撞责任
鸡飞蛋打	保险词语	连续损失
鸡犬不宁	保险词语	家禽险
吉他	保险词语	受益人
集安	保险词语	市场保险
几经周折才送上	保险词语	交费时间
家有孝子	保险词语	养老保险
驾前侍卫	保险词语	加保
坚守要塞	保险词语	保险
江河横溢人或为鱼鳖	保险词语	水险
将军百战死	保险词语	损失率
将外君命有所不受	保险词语	自行负责
缴枪不杀	保险词语	投保伤害
近亲结婚危害大	保险词语	子女保险
景阳岗告示	保险词语	风险
九死一生	保险词语	平安险
酒后开车	保险词语	机身险
拒绝贿赂	保险词语	没收金
决不二价	保险词语	定值保险
开设灯谜病院	保险词语	消除隐患
亏了我一个，幸福十亿人	保险词语	损余，社会保险
亏了我一人	保险词语	损余
盔甲常著戴	保险词语	人身保险
老虎屁股摸不得	保险词语	风险
老有所依	保险词语	终身保险
离别难	保险词语	分散危险
利民	保险词语	受益人
俐	保险词语	受益人
梁上君子被擒	保险词语	盗窃保险
两败俱伤	保险词语	全残
漏船载酒泛中流	保险词语	危险度
路子	保险词语	途耗
卵	保险词语	推定全损
轮渡过河规则	保险词语	经济合同法
埋下祸根	保险词语	险种
满纸荒唐言	保险词语	不成文法
扪	保险词语	间接损失
磨刀霍霍向猪羊	保险词语	牲畜保险
内事不决问张昭	保险词语	除外责任
男女结交是非多	保险词语	异常危险
南宁	保险词语	火灾保险
你也思念我也思念	保险词语	分期交
宁波	保险词语	海上保险
宁停三分，不抢一秒	保险词语	汽车保险
朋友尽可信赖	保险词语	交通保险
平安信上说平安	保险词语	重复保险
平抑物价措施有力	保险词语	定值保险
凭君传语报平安	保险词语	信托保险
凭依关隘为强盗	保险词语	劫持险
破财免灾	保险词语	投资保险
破书	保险词语	本身损毁
七擒七纵平南乱	保险词语	收获保险
气得要死	保险词语	火灾
千古知音最难觅	保险词语	交费时间
千金散尽还复来	保险词语	投资保险
千里之堤，溃于蚁穴	保险词语	渗漏险
千载难逢一知己	保险词语	交费时间
前清小说	保险词语	明细表
枪打出头鸟	保险词语	普通保险
抢救落水者	保险词语	保险人
秦琼一语救雄信	保险词语	出口保险单
请爱护课本	保险词语	要保书
秋冬封山防火	保险词语	木材保险
泅渡越境被击毙	保险词语	涉外险
曲突徙薪难入信	保险词语	火灾保险
拳击面罩	保险词语	保额
群龙无首	保险词语	损失率
人不犯我我不犯人	保险词语	自保
人盯人防守	保险词语	保险对象
人满为患	保险词语	单独保险
人民警察	保险词语	社会保险
人怕出名猪怕壮	保险词语	普通保险
人人都要注意安全	保险词语	公众责任保险
人人平安	保险词语	普通保险
人无远虑必有近忧	保险词语	短量险
人在屋檐下	保险词语	低额保险
日久见人心	保险词语	交费时间
入土为安	保险词语	死亡保险
入土为安	保险词语	终身保险
三步一岗，五步一哨	保险词语	定值保险
三点成一线	保险词语	保险标的
三十六计	保险词语	退保险
闪	保险词语	居间人
上梁不正下梁歪	保险词语	房屋保险
少生优生	保险词语	母子安康保险
身经两世太平日	保险词语	人寿保险
生的美人多薄命	保险词语	养鱼保险
生命在于运动	保险词语	静态危险
尸	保险词语	局部损失
失宠轻生	保险词语	不幸死亡
失利	保险词语	损益
十二月出口	保险词语	一年制
十字路口不相让	保险词语	汽车保险
士见危致命	保险词语	人寿保险
戍边当及瓜而代	保险词语	保险期限
树大招风，人大招摇	保险词语	普通保险
死得无憾	保险词语	终值
死诸葛吓走生仲达	保险词语	终身保险
宿舍藏钱不安全	保险词语	家财险
他管安全	保险词语	第三者责任保险
他终于得救了·双钩格	保险词语	被保险人
太平洋上不太平	保险词语	海难，保险
太岁头上动土	保险词语	危险建筑物
泰山压顶	保险词语	不可抗力
谈虎色变	保险词语	风险
天欲堕	保险词语	最高危险
铜雀春深锁二乔	保险词语	关系人
头	保险词语	实际损失
挖人家墙脚	保险词语	房屋险
万无一失	保险词语	全额保险
亡命之徒	保险词语	学生人寿保险
亡羊补牢	保险词语	牲畜保险
亡羊补牢，犹未为晚	保险词语	再保险，家畜保险
往脸上贴金	保险词语	现值表
危地马拉	保险词语	牲畜保险
危地马拉	保险词语	畜主自保
危楼高百尽	保险词语	房屋险
危如累卵	保险词语	推定全损
为人民利益而死	保险词语	终值
卫士	保险词语	人身保险
魏武之谜	保险词语	隐瞒
问苍茫大地谁主沉浮	保险词语	自然人
问男卜女·卷帘格	保险词语	占有性质
兀术兵败黄天荡	保险词语	保险金
误嫁中山狼	保险词语	终身保险
下达军事戒严令	保险词语	旅行保险
小不忍则乱大谋	保险词语	短量保险
笑一笑十年少	保险词语	人寿保险
心脏病人勿发怒	保险词语	火灾
新官上任	保险词语	继承权
掩护上篮	保险词语	投保
殃及池鱼	保险词语	间接损失
羊落虎口	保险词语	未必损
杨令公兵败李陵庙	保险词语	失业保险
养狗防盗	保险词语	家畜保险
要塞司令任期满	保险词语	保险责任终止
夜不闭户	保险词语	家庭财产保险
一定中鹄	保险词语	保险标的
一分钱一分货	保险词语	保险价值
一封书到便兴师	保险词语	简易人身保险
一封书到便兴师	保险词语	信用保险
一夫当关	保险词语	保险单据
一夫当关	保险词语	个人保险
一夫当关，万夫莫开·双钩格	保险词语	保险单据
一夫当关万夫莫开·上楼格	保险词语	保险单
一路平安	保险词语	旅行保险
一门之众共担当	保险词语	第三者责任
一怒之下惹祸根	保险词语	火险
一声好似轰雷震，独退曹家百万兵	保险词语	飞机保险
一言既出驷马难追	保险词语	承诺保险
一枝花	保险词语	单独费用
已领独生子女证	保险词语	保险单
已作畸人太监身	保险词语	永久性伤残
用药极量	保险词语	超额保险
邮件挂号	保险词语	信用保险
有备无患须存款	保险词语	保险储金
有病乱投医	保险词语	人身保险
有情人终成眷属	保险词语	双务合同
有心求稳妥	保险词语	原保险
又	保险词语	双务合同
玉体安康	保险词语	国内人身保险
鸳鸯不独宿	保险词语	双务合同
月到中秋分外明	保险词语	满期通知
岳飞布防	保险词语	准备金
允许生一个	保险词语	批单
再三嘱咐待月三更	保险词语	特别约定
在家千日好	保险词语	涉外险
在人矮檐下	保险词语	低额保险，高额保险
在所难免	保险词语	房屋保险
在天愿作比翼鸟，在地愿为连理枝	保险词语	双务合同
早已森严壁垒，更加众志成城	保险词语	双重保险
则犹宾之也	保险词语	法人
掌印者职务	保险词语	保管权
只剩封面完整	保险词语	本声损毁
只要功夫深，铁杵变成针	保险词语	自然磨损
只知其一	保险词语	清单
制止流氓闹事	保险词语	生存保险
治安	保险词语	医疗保险
主和派的论调	保险词语	战争保险
注意安全人人有责	保险词语	保险公司
专门利人	保险词语	损余
转危为安	保险词语	险别
壮士一去兮不复还	保险词语	险别
着陆危机	保险词语	非水险
自我爆炸	保险词语	本身损毁
纵欲过度	保险词语	健康保险
足不出户	保险词语	居间人
最佳大夫主治	保险词语	医疗保险
遵守操作规则	保险词语	人身保险
“大漠风尘日色昏”	报刊名	长沙晚报
“两会”广纳民意	报刊名	党政论坛，博采，百姓，心声
“暮雨乍歇”	报刊名	晚晴报
“天地一片白”	报刊名	土壤通报
“宜将剩勇追穷寇”	报刊名	挺进报
“中国人民从此站起来了！”	报刊名	解放日报
《大江东去》《满江红》	报刊名	流行色
《蒋经国传》	报刊名	江南，作品
xiaobao	报刊名	汉语拼音小报
安全探讨会	报刊名	保险研究
安全网	报刊名	劳动保护，时装
八七会议	报刊名	半月谈
把守四方	报刊名	环境保护
白茫茫大地真干净	报刊名	光的世界
白天加班巧安排	报刊名	智力
白天另有变动	报刊名	智力
白头翁千年健	报刊名	老人，长寿
白头偕老	报刊名	长寿，伴侣
百年之好	报刊名	世纪行
百岁老翁耕者多	报刊名	庄稼人，长寿
斑斓虎	报刊名	采风
半夜鸡叫	报刊名	时装，指晓报
北京向世界播音	报刊名	中国广告
北京钟声	报刊名	城市时报
贝尔格莱德每天讯	报刊名	南京日报
背负青天朝下看	报刊名	瞭望，大地
背水一战	报刊名	退休生活
本是夜半始交班	报刊名	原子时代
边防	报刊名	环境保护
边防哨	报刊名	国际了望
边防巡逻	报刊名	环境保护
边走边回答	报刊名	前进报
鞭	报刊名	改革者
宾馆	报刊名	旅行家
冰心	报刊名	当代，中国妇女，作家
病假	报刊名	健康，时装
不及黄泉，无相见也	报刊名	故事会
不进则亡	报刊名	退休生活
不可同日而语	报刊名	阳关，方言
不栖檀檐尽翔霄	报刊名	燕都，飞天
不似春光胜似春光	报刊名	十月，气象
不要浪费稿纸	报刊名	应用写作
不要歪曲人	报刊名	音乐爱好者
不应高声语	报刊名	希望，小说
不知细叶谁裁出	报刊名	二月，春风，萌芽
不重生男重生女	报刊名	希望，少儿
不作负面宣传	报刊名	正报
操作考试	报刊名	核技术
叉	报刊名	文字改革
拆阅信件记录表	报刊名	开封日报
厂矿签到簿	报刊名	工人日报
车间签到簿	报刊名	工人日报
成都市雅称谓	报刊名	芙蓉，花城
痴意缘因心病生	报刊名	知音
迟迟钟鼓初长夜	报刊名	沈阳晚报
迟来的消息	报刊名	新闻晚报
冲天香阵透长安	报刊名	花城
出版规划	报刊名	书法
出榜招贤	报刊名	求索，人才
出生通知	报刊名	体育时报
出洋攻读	报刊名	上海力学
出于口而无穷	报刊名	致富报
处处闻啼鸟	报刊名	东西南北，争鸣
春节征联选	报刊名	老年文摘
春来江水绿如蓝	报刊名	流行色
春夜宴桃李园	报刊名	花地，晚会
此中人语云	报刊名	华声报
从小讲礼貌	报刊名	大自然，文明
大白于天下	报刊名	国际广告
大白于天下	报刊名	世界发明
大白于天下	报刊名	世界知识
大比在即，日夜用功	报刊名	参考消息
大地微微暖气吹	报刊名	环球，回春
大夫门第·双钩格	报刊名	家庭医生
大会战	报刊名	精武
大家不爱旧套套	报刊名	群众，希望，时装
大家话长寿	报刊名	群言，健康
大家看，大家写	报刊名	博览群书
大家谈	报刊名	群言
大江茫茫去不还	报刊名	奔流，东海
大江茫茫去不还	报刊名	奔流，海洋，未来
大明天下	报刊名	世界知识
大田	报刊名	西北人口，纵横
大丈夫当雄飞	报刊名	男子汉，希望，航天
代用金	报刊名	朝花
黛玉焚稿·折屐格	报刊名	散文，火花
丹皮	报刊名	红外
但悲不见九州同	报刊名	宁夏日报
但使龙城飞将在	报刊名	中国保险
淡妆浓抹总相宜	报刊名	西湖，风采
当天施工图表	报刊名	今日，生活画报
刀检剑戟件件能	报刊名	精武
刀枪入库	报刊名	消防
得遇红颜一知已	报刊名	收获，女友
灯下博学中外事	报刊名	夜读，世界知识
登高壮观天地间	报刊名	世界博览
地球在膨胀	报刊名	大世界
地图上下猜一物	报刊名	东西南北
吊睛白额隐约可见	报刊名	虎影
吊胃口	报刊名	十月
定居神州	报刊名	中国作家
东方初白	报刊名	天才，发明
洞察	报刊名	孔子研究
都说前面有的卖，诸位要买早日去	报刊名	读者
读书破万卷	报刊名	莫愁，作文
渡江测试	报刊名	经济参考
对镜打扮	报刊名	自动化仪表
对镜贴花黄	报刊名	妇女，装饰
多病故人疏	报刊名	健康之友
多情伴我咏黄昏	报刊名	爱晚报
儿女的来信	报刊名	父母必读
儿童画	报刊名	小朋友，美术，作品
儿童未解供耕促	报刊名	大自然，农业知识
儿童习作·卷帘格	报刊名	文学少年
儿童喜植树	报刊名	小说林
儿童相见不相识	报刊名	少年人生
儿童相见不相识	报刊名	小朋友，人生，新观察
儿童相见不相识，笑问客从何处来	报刊名	人生咨询
二八芳年	报刊名	人才，青春
二十七人	报刊名	散花
二月的《北京文学》	报刊名	花城，作品
发出消息	报刊名	致富报
发人深省	报刊名	节能，致富
翻译小说	报刊名	引进，作品
访贤	报刊名	求索，人才
飞流直下三千尺	报刊名	山泉，奔流
飞行服	报刊名	航天，时装
飞越珠峰过大洋	报刊名	航天，山海经
分别廿载见君面	报刊名	芙蓉
风仙子	报刊名	诗神
风雨潇潇，鸡鸣胶胶	报刊名	天水日报
枫树花开后，斜月照枝头	报刊名	风采
冯谖初弹铗	报刊名	求索，美食
讣告	报刊名	故事报
干部要年轻化	报刊名	当代，老人
赣	报刊名	文献
稿酬	报刊名	写作，收获
告知神州虎	报刊名	中华谜报
个个怒发冲冠	报刊名	大众，气象
个个怒容满面	报刊名	大众气象
耿耿星河欲晓天	报刊名	东方，启明
工人操作考试	报刊名	核技术
工艺检查	报刊名	核技术
工作时间不聊天	报刊名	八小时以外，方言
公布讨论结果	报刊名	商情报
功名犹泡影，年已三十边	报刊名	科幻世界
共计一年半	报刊名	十月，五月，三月
共议大事有韬略	报刊名	商业会计
古北口	报刊名	朔方
古文观止	报刊名	新科学
古曰三才	报刊名	老人天地
观斗	报刊名	了望，星星
广东广西	报刊名	博物
广告费	报刊名	文化周报
广袤	报刊名	东西南北，纵横，计量
广征稿件	报刊名	希望，求索，作品
广州观感	报刊名	花城，随笔
归鸟声喧斜阳暮·卷帘格	报刊名	西藏日报
滚滚黄河东逝水	报刊名	流行色
国庆一日游	报刊名	十月
过渡房	报刊名	当代作家
海内存知己	报刊名	广播之友
亥	报刊名	当代，十月
邯郸谜会	报刊名	赵都文虎
汉语	报刊名	华人之声
汉语表	报刊名	华声报
汉中	报刊名	新时期
杭城盛传特喜事	报刊名	都市快报
航空文学	报刊名	飞天，作品
好风凭借力，送我上青天	报刊名	希望，飞天
合	报刊名	西北人口
何时赛龙舟	报刊名	五月，节能
河山只在我梦萦	报刊名	中国记者
红星闪闪亮	报刊名	赤光
红叶题诗出御沟	报刊名	信息交流
虎虎有生气	报刊名	和风集
花岗岩	报刊名	采石
花花世界	报刊名	球迷
华如桃李	报刊名	中学生
华夏四季如春	报刊名	中国青年
化妆品	报刊名	仪表材料
化作新泥更护花	报刊名	体育之春
欢声笑语迎戊寅	报刊名	虎乐
黄浦江畔暮钟鸣	报刊名	海口晚报
恍然大悟	报刊名	人才，清明
回头下望人寰处	报刊名	世界警察
回头下望人寰处·双钩格	报刊名	世界博览
伙伴皆惊忙	报刊名	发现，新花
几次参加师训班	报刊名	数学教学
家财万贯	报刊名	人间，文博
家祭无忘告乃翁	报刊名	宁夏日报
家家点灯不用油	报刊名	电大普及
家书一封表平安·上楼格	报刊名	健康报
谏议大夫·徐妃格	报刊名	信使
讲古事·掉尾格	报刊名	今昔谈
脚手架	报刊名	建筑，时装
届时必证瑞雪兆	报刊名	田丰日报
今日替他把恩谢	报刊名	现代人报
金鸡啼晓	报刊名	晨报
进，可保全性命	报刊名	退休生活
经纬线	报刊名	纵横，环球
景阳岗上出了大虫	报刊名	虎报
九泉之下追随君	报刊名	故事大王
九重泉路尽交期	报刊名	希望，故事会
久病故人疏	报刊名	健康之友
久有凌云志	报刊名	希望，飞天
旧臣	报刊名	故事大王
捐资希望工程	报刊名	文献，读书
军史	报刊名	武汉春秋
开卷有益	报刊名	读书，收获
开胃口	报刊名	十月
看图识字·掉尾格	报刊名	儿童文学
考工	报刊名	核技术
口令	报刊名	生命在于运动
口语	报刊名	方言
快乐的单身汉	报刊名	莫愁，少女
旷	报刊名	广西日报
旷课	报刊名	未来，读书
亏了我一个，幸福十亿人	报刊名	汉语拼音报
老夫喜作黄昏颂	报刊名	爱晚报
老干部退居二线	报刊名	青年一代
乐声绕梁	报刊名	歌曲
乐章	报刊名	开心一刻
力争赛出好成绩	报刊名	求索，新体育，收获
立志要当航空员	报刊名	希望，飞天
良缘结罢谢冰人	报刊名	联合时报
了解情况才说话	报刊名	清明，方言
了望全球	报刊名	看世界
临贴	报刊名	自学，书法
临帖	报刊名	随笔，法学，写作
吝	报刊名	知识窗
零落成泥碾作尘·燕尾格	报刊名	花城
零用钱	报刊名	散花
令公为尊	报刊名	敬业
留下真情从头说	报刊名	求实，方言
柳毅传书	报刊名	洞庭湖，信使
龙虎榜	报刊名	中华谜报
龙泉	报刊名	中国钱币
略输文采	报刊名	精武
洛阳	报刊名	牡丹，花城
落了片白茫茫大地真干净	报刊名	光的世界
马上日记	报刊名	蛇志
马上相逢无纸笔	报刊名	蛇口通讯报
马王堆一号墓	报刊名	内蒙古妇女
马嵬坡下泥土中	报刊名	内蒙古妇女
满月仍未上户口	报刊名	新民晚报
茅塞顿开	报刊名	觉悟
没规矩不成方圆	报刊名	国际周刊
没胃口	报刊名	十月
煤油灯断了油，山村的夜晚咋还那么亮	报刊名	电大普及
门齿·摘匾格	报刊名	萌芽
孟母三迁	报刊名	为了孩子，读书
梦回故乡	报刊名	希望，旅行家
民航一向无事故	报刊名	飞天，长安
民意	报刊名	群众，心声
民宅	报刊名	群众，家庭
牡丹峰	报刊名	花山
暮色钟声遍千岛	报刊名	舟山晚报
乃为之书	报刊名	写作
男人的世界	报刊名	环球，少女
男士系列用品	报刊名	少女，人物
囊萤映雪	报刊名	夜读，书法
尼姑庵、和尚庙	报刊名	少男少女
你也思念，我也思念	报刊名	大家，求索，读书
年方二八	报刊名	人才，青春
宁愿向前一步死·掉首格	报刊名	退休生活
怒容	报刊名	人生，气象
怒形于色	报刊名	人生，气象
女青年广告择偶	报刊名	求索，男子汉，作家
拍球	报刊名	摄影世界
盼开镰	报刊名	希望，收获
盼月圆	报刊名	希望
彭祖	报刊名	长寿，人物
平步青云	报刊名	武当，飞天
普及卫生常识·掉尾格	报刊名	大众医学
七八号多云	报刊名	半月谈
七步成诗免祸身	报刊名	文化与生活
七擒七纵	报刊名	收获
七擒七纵	报刊名	智力，收获
起南毕生之好，天祥绝命之笔	报刊名	灯谜指南
千岛新闻传东瀛	报刊名	舟山日报
千金答漂母	报刊名	信报
千金买笑	报刊名	文化娱乐
千金市骨	报刊名	希望，求索，人才
千里戈壁夜莺啼	报刊名	长沙晚报
千里黄河水滔滔	报刊名	奔波，东海
千门万户沐新风	报刊名	家具，文明
千门万户瞳瞳日	报刊名	家具，朝阳
千门万户瞳瞳日	报刊名	太阳，光的世界
千人一面	报刊名	大众标准化
千山鸟飞绝，万径人踪灭	报刊名	杂环境，真空
千山响杜鹃	报刊名	布谷鸟，争鸣
前所未见	报刊名	新观察
乾坤袋	报刊名	包装世界
秦箭	报刊名	陕西中医
青春期	报刊名	黄金时代，希望
青春万岁	报刊名	当代人，长寿
秋后费用	报刊名	火花
求学	报刊名	希望，读书
劝君莫奏前朝曲	报刊名	希望，大家唱，当代
劝学	报刊名	希望，读书
裙钗	报刊名	妇女，装饰
群峦荡钟声	报刊名	千山时报
让他三尺又何妨	报刊名	新生界，人才，平安
人才培养	报刊名	新体育
人参酒	报刊名	体育之春
人道	报刊名	天下谈
人间能得几回闻	报刊名	音乐天地
人间指南	报刊名	地火
人民喉舌	报刊名	当代，群言
人民来信每信必谈	报刊名	博览群书
人人议廉政	报刊名	群言，清明
人生不相见	报刊名	故事会
人寿保险	报刊名	生活，长安
人心思定	报刊名	希望，社会，长安
日边红杏倚云栽	报刊名	天涯，花朵
日光治疗	报刊名	太阳能，消毒与灭菌
日刊、月刊、季刊	报刊名	少年报
日落传暮鼓	报刊名	沈阳晚报
戎马生涯	报刊名	武汉春秋
塞外音乐绝	报刊名	北方信息
三次方	报刊名	作品
三方鼎立	报刊名	作品
三更	报刊名	原子时代
三更灯火五更鸡	报刊名	男子汉，夜读
三更灯火五更鸡	报刊名	夜读，书法
三江口书生拜大将·卷帘格	报刊名	军事文学
三十功名尘与土·双钩格	报刊名	科幻世界
三月正开荒	报刊名	垦春泥
山城暮鼓声	报刊名	重庆晚报
山君旧雨隐踪迹	报刊名	虎友谜影
山君一掠而过	报刊名	虎影
山鸣谷应	报刊名	回声报
山姆大叔之技	报刊名	美术
山原旷其盈视	报刊名	瞭望，大地
山在虚无缥缈间·徐妃格	报刊名	钢铁
上查祖宗十八代	报刊名	考古，家庭，人物
上海表	报刊名	申报
上楼攻读译著	报刊名	外国文学
上穷碧落下黄泉	报刊名	旅游天地
上穷碧落下黄泉，两处茫茫皆不见	报刊名	旅游天地，求索，环境
上西天取经·卷帘格	报刊名	国外法学
上下一片欢笑声	报刊名	音乐天地
上星期	报刊名	希望，飞天
上学期	报刊名	希望，读书
上早朝	报刊名	十月
少不更事	报刊名	大自然，清明
少年不识愁滋味	报刊名	青春，人才，希望，飞天
涉笔成趣	报刊名	文化娱乐
神州虎啸	报刊名	中国谜报
神州商灯奏凯歌	报刊名	中华谜报
神州四季春	报刊名	中国青年
生财有道	报刊名	致富报
生活省俭有益少年	报刊名	节能，好儿童
生命在于运动	报刊名	体育，人才，长寿
生日快乐	报刊名	太阳能，分忧
省悟	报刊名	节能，清明
失败都因消息迟	报刊名	北京晚报
师徒关系	报刊名	教与学
诗稿动正	报刊名	校风
十	报刊名	纵横
十	报刊名	纵横，东西南北
十大	报刊名	纵横，天下
十渡	报刊名	经济纵横
十六诵诗书·卷帘格	报刊名	文学少年
十日谈	报刊名	联合早报
十五从军征	报刊名	武汉青年
十五日后多云	报刊名	半月谈
石矶西畔问渔船	报刊名	求索，桃花源
史集	报刊名	故事会
始开边陲集贸业	报刊名	新疆商报
士别三日	报刊名	希望，新观察
世代单丁	报刊名	今古传奇
世界观	报刊名	环球，瞭望
市政开支	报刊名	花城
试管婴儿	报刊名	当代体育
试管婴儿	报刊名	新体育
书面上诉	报刊名	文汇报
书香门第	报刊名	家具，长知识
梳妆无须人代劳	报刊名	自动化仪表
双悬日月照乾坤	报刊名	世界发明
谁家横笛弄轻轻	报刊名	音乐探索
水彩	报刊名	流行色
死谏	报刊名	故事大王
死亡宣告	报刊名	故事报
死亦随君去	报刊名	故事大王
四方观光	报刊名	东西南北，旅游
四方招贤	报刊名	东西南北，求索，人才
四海翻腾云水怒	报刊名	世界气象
四时春点首，二月自垂丝	报刊名	柳絮
四时各平分	报刊名	三月
颂今日新风	报刊名	当代诗歌
搜集民歌	报刊名	风采
苏秦张仪	报刊名	纵横，人才
虽在军中，手不释卷	报刊名	兵器知识
锁战船北军用武	报刊名	统计
胎音	报刊名	体育之声
太守即遣人随其往	报刊名	求索，桃花源
桃花渡口解谜津	报刊名	香港虎报
提倡优生学	报刊名	希望，遗传，好儿童
体检合格通知	报刊名	健康报
剃头不必太花费	报刊名	经济地理
替罪羊	报刊名	未来，当代
天堑变通途	报刊名	南北桥
天生一对	报刊名	星星
天下太平	报刊名	环球，长安
田边隐隐杜鹃鸣	报刊名	十月
铁马冰河入梦来	报刊名	思想战线
通晓本职善筹划	报刊名	工业会计
同仇敌忾	报刊名	大众气象
同心结鸳鸯	报刊名	知音，对联
统一发函	报刊名	集邮
投笑从戎	报刊名	文学角
图腾	报刊名	希望，飞天
徒言树桃李	报刊名	小说林
土行孙者谁	报刊名	地下工程，人物
拓荒	报刊名	人才开发，处女地
万方乐奏有于阗	报刊名	东西南北，民族团结
万国邮政联盟	报刊名	环球，信使
万众笑语甜	报刊名	人民音乐
王莽篡位	报刊名	新一代
网球	报刊名	包装世界
微微一笑	报刊名	小小说
微型小说	报刊名	特区文学
为何要搞廉政建设	报刊名	希望，国风，清明
为人一生，只求奉献	报刊名	星火
卫星轨道	报刊名	环球
未入都门闻初更	报刊名	羊城晚报
未若柳絮因风起	报刊名	雪花，飞天
未至郭边闻初更	报刊名	羊城晚报
文房四宝	报刊名	读书，人物
问君能有几多愁	报刊名	奔流，东海
问渠那得清如许·卷帘格	报刊名	新能源
问征夫以前路	报刊名	你知道吗
我们的朋友遍天下	报刊名	环球，知音
我想读书	报刊名	希望，学文化
无病呻吟	报刊名	健康，时装
五四征文	报刊名	中国青年，作品
夕映崖顶，天透浮云	报刊名	黄山日报
西服领带化妆品	报刊名	装饰，应用力学
西湖歌舞几时休	报刊名	南国戏剧
西岭一枝春	报刊名	山茶
西楼人眠玉兔升	报刊名	十月
习作专栏	报刊名	版纳，无名文学
下笔如有神	报刊名	读书，收获
夏季服	报刊名	中国时装
夏天到了	报刊名	中国日报
夏娃	报刊名	中国儿童
衔枚夜进五千兵	报刊名	幽默大师
乡村扫盲·掉尾格	报刊名	农民文学
乡邮员	报刊名	农家信使
相思欲寄从何寄	报刊名	连环画报
向前才有出路	报刊名	退休生活
向希望工程捐款	报刊名	为了孩子，读书
小姑居处本无郎	报刊名	家具，妇女
小荷才露尖尖角	报刊名	鞭蓉，萌芽
